Spacecraft,Condition,SV1,SV2,SV3,SV4,BP1,BP2,BP3,BP4,BP5,BP6,BP7,BV1,P1_time_mean,P1_time_median,P1_time_p25,P1_time_p75,P1_time_variance,P1_time_line_integral,P1_time_min,P1_time_max,P1_freq_peak_value,P1_freq_peak_freq,P1_freq_sum_power_spectrum,P1_freq_std_power_spectrum,P1_freq_rms_freq,P2_time_mean,P2_time_median,P2_time_p25,P2_time_p75,P2_time_variance,P2_time_line_integral,P2_time_min,P2_time_max,P2_freq_peak_value,P2_freq_peak_freq,P2_freq_sum_power_spectrum,P2_freq_std_power_spectrum,P2_freq_rms_freq,P3_time_mean,P3_time_median,P3_time_p25,P3_time_p75,P3_time_variance,P3_time_line_integral,P3_time_min,P3_time_max,P3_freq_peak_value,P3_freq_peak_freq,P3_freq_sum_power_spectrum,P3_freq_std_power_spectrum,P3_freq_rms_freq,P4_time_mean,P4_time_median,P4_time_p25,P4_time_p75,P4_time_variance,P4_time_line_integral,P4_time_min,P4_time_max,P4_freq_peak_value,P4_freq_peak_freq,P4_freq_sum_power_spectrum,P4_freq_std_power_spectrum,P4_freq_rms_freq,P5_time_mean,P5_time_median,P5_time_p25,P5_time_p75,P5_time_variance,P5_time_line_integral,P5_time_min,P5_time_max,P5_freq_peak_value,P5_freq_peak_freq,P5_freq_sum_power_spectrum,P5_freq_std_power_spectrum,P5_freq_rms_freq,P6_time_mean,P6_time_median,P6_time_p25,P6_time_p75,P6_time_variance,P6_time_line_integral,P6_time_min,P6_time_max,P6_freq_peak_value,P6_freq_peak_freq,P6_freq_sum_power_spectrum,P6_freq_std_power_spectrum,P6_freq_rms_freq,P7_time_mean,P7_time_median,P7_time_p25,P7_time_p75,P7_time_variance,P7_time_line_integral,P7_time_min,P7_time_max,P7_freq_peak_value,P7_freq_peak_freq,P7_freq_sum_power_spectrum,P7_freq_std_power_spectrum,P7_freq_rms_freq,Case,Window_ID
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.9843300459476574,1.9593416844158662,1.8923006384070065,2.058937850864206,0.09492356857510958,791.7045499619226,0.4622113097889213,4.226255735224528,1265.9170847994665,65.0,7593.834705159989,126.22412900579192,6.177375930989125,1.976451640744237,1.9280286416658068,1.840563243076855,2.1066547249730947,0.19949326827429673,788.5329220886605,0.0095659160302717,4.547437003106444,2972.9857036000226,65.0,15957.617854201879,301.38408854526415,8.954833021515562,1.9711695491153682,1.9256411192630551,1.8296566255330757,2.115945303302712,0.25928386281093013,786.4165403259042,0.0017594962611617,4.621133976430908,3663.4335060651497,65.0,20739.183732575122,365.094083605812,10.208672963773598,1.9725446546825571,1.9184172522757779,1.8128054435261844,2.123858751724419,0.29476008668061676,786.962064129123,0.1220867227202437,5.2781036184926045,3868.1840392411827,65.0,23578.45015641548,400.56997434743056,10.885066566302735,1.9773669722433938,1.9298373803821045,1.8401372144432449,2.110926956677891,0.2264104599012596,788.8979471807596,0.0005626744772239,5.18230941219116,3564.696868694686,65.0,18109.27689669362,349.6963037256006,9.539464945198523,1.962794497388727,1.9107006944561944,1.808404990988738,2.131649627032256,0.3207766240045979,783.0618396657626,0.014174785889595,5.031390680414987,4812.672315621533,65.0,25661.859401757723,471.1761442180739,11.35579443920663,1.967405267830498,1.9050483451660547,1.803208232281307,2.1363487973740196,0.3366294237508214,784.906580221691,0.0171435883112181,5.013518001082613,5020.028779488754,65.0,26930.154868643236,501.1164025572108,11.633031049568176,1,1
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.985023487187916,1.9561406503494092,1.8942275764042018,2.0595862364564517,0.09530210834360375,791.958164189542,0.4363963883652299,4.228431097457558,1267.7584363676983,65.0,7624.114643837034,126.03679361379076,6.189679627301263,1.978037730314297,1.9220862405515566,1.844170575463536,2.1071130192566656,0.1986525577392933,789.1270464834953,0.009581380876189,4.550373824080531,3001.4845374293313,65.0,15890.292827372508,300.7165212993717,8.935922880457843,1.972938611306634,1.9221638865730957,1.8304045281681485,2.1166857971177504,0.25711047676199855,787.077447007434,0.0048862916718029,4.624299791734713,3673.2071053703708,65.0,20566.534820225625,363.18603982295775,10.166091737101526,1.9777911856960275,1.9119054969755125,1.8151800014212258,2.1245814717934115,0.28443856054840233,789.0133366881305,0.1378714015688285,5.282193563464836,4077.959320233892,65.0,22753.5051563731,396.6102483249902,10.6929519727399,1.9777401533143761,1.9262270303563707,1.8410870942675612,2.1113327490616776,0.22775347517908337,789.0035177473848,-0.0017255001498987,5.18541019096116,3547.388325141119,65.0,18216.67343895491,349.04568457157967,9.567709890959401,1.9607033389102575,1.9059526345712277,1.8075116268062423,2.1357715346502633,0.3330722795737613,782.1784474173787,-0.0026034302074625,5.034917061793582,4625.900655093981,65.0,26645.59921214072,473.3368510910022,11.571408016230958,1.9736913432766408,1.903782263574609,1.8052854364252413,2.1393572120458386,0.32561338910356097,787.3737916538042,-0.0026414474323381,5.016796465778996,5610.686996357829,65.0,26048.487157145555,508.5011840420977,11.441019202311747,1,2
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.985245579945844,1.9567862239054448,1.8945037730389684,2.0594970969484536,0.09508826492984751,794.0359438976625,0.4362484777398127,4.228663190544506,1209.3277788282921,64.83790523690772,7645.144044492202,125.70936770798842,6.182695223158021,1.9784076751893531,1.9230287981372751,1.8436286624317688,2.106798269811644,0.19836859447113786,791.2608044096041,0.009652502869293,4.550719504699835,2847.0206042876152,64.83790523690772,15948.934179776712,299.53625738590245,8.929987172380683,1.9734622122870171,1.923787794902452,1.8306666576113169,2.1165728168593296,0.25636746981620157,789.2646948269771,0.0041190877586935,4.624689296141806,3490.204536430163,64.83790523690772,20612.072756957503,360.3274470537312,10.151865039724845,1.978335419006563,1.9122651239994128,1.8158213081178527,2.12468643295393,0.2835600171978871,791.217004584179,0.1375036977359621,5.282505725853078,3871.8343601182946,64.83790523690772,22798.367162718714,392.8569725255981,10.676695922128417,1.978094513262321,1.9279299230505051,1.8415253067463768,2.110727469987376,0.22731935332537825,791.1284221932372,-0.0017580508254911,5.185784976227152,3385.573907561377,64.83790523690772,18276.589667037064,347.80818495409665,9.559442888326982,1.9614334237145372,1.9089443887391289,1.80808822442734,2.1338677510828488,0.3321928016787359,784.4326210115562,-0.0024788090541918,5.035330961407295,4414.820402447758,64.83790523690772,26708.46735137119,471.10911311488536,11.556051953710487,1.9741214666571478,1.9027372566227967,1.8060327017032607,2.1393963017271225,0.32490201341634894,789.5255988659077,-0.0030061589924217,5.017114739321968,5325.7084223451875,64.83790523690772,26122.28432968115,501.8530782673612,11.428535411346711,1,3
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.9843939656807033,1.9591115893142135,1.8923006384070065,2.058688778342766,0.0949904468035716,791.730054863109,0.4622113097889213,4.254313865614767,1266.3412795959323,65.0,7599.140314930871,126.20350147658235,6.179533538091394,1.9762425504296504,1.9277187017379014,1.8399623812013433,2.1050928860114198,0.199563495723694,788.4488762625108,0.0095659160302717,4.460225102694572,2980.3145069184043,65.0,15963.848193957905,301.8557402946652,8.956580970616274,1.9712778189959332,1.9215392650295424,1.8291067643742283,2.1178018194093857,0.25923310222452783,786.4591620730209,0.0017594962611617,4.631388940645457,3675.362464002442,65.0,20735.96754373404,365.77300295840075,10.20788136335409,1.972455025117276,1.9187572057869553,1.8131274937894526,2.12066558941562,0.29453628667373033,786.9259213300477,0.1220867227202437,5.12933459362137,3873.1262813770554,65.0,23560.904575315013,400.93991312897435,10.881015825904907,1.9783661248747442,1.9327713019375805,1.840491391000312,2.1098013012481136,0.22436913777779435,789.2977292557784,0.0005626744772239,5.135864458569267,3538.406846672822,65.0,17946.292877499887,346.48660981274725,9.496440189294283,1.9631685049816014,1.9101245447217436,1.808404990988738,2.127631452994593,0.3205879389431544,783.2134487983307,0.0180765846661388,5.010160196126812,4818.5577264481235,65.0,25646.84331470458,471.85426635664464,11.352471520406077,1.9681228408444347,1.9083461988491095,1.8048210505681923,2.140478197890527,0.33786536207126266,785.214600132864,-0.0022615003838429,4.994830335890985,5071.356039064098,65.0,27028.792006942655,505.42418625799945,11.654315741894592,2,1
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.985082543960087,1.956998017360743,1.89440515273987,2.0589010947706594,0.09536637228833822,791.9815402746526,0.4365725086054298,4.256499150555844,1268.1331120276088,65.0,7629.2080287481585,126.01566574114116,6.191746828454728,1.9778384398535795,1.9238619996621598,1.8438793259374195,2.1058795495697273,0.19857893763985124,789.0466521650183,0.0094583408656116,4.463126525685556,3009.7747865078345,65.0,15885.082708868253,301.1440349073961,8.934457802545637,1.9730767400687987,1.919276652570999,1.8295503617166489,2.11854217635427,0.25706744840285495,787.1320092645093,0.004534508563935,4.634720299688088,3685.328262430178,65.0,20563.75881705087,363.8665421449864,10.165405621147968,1.977681302877529,1.915587475321119,1.8161965058916396,2.1215247586893744,0.2842376360630773,788.9674662882547,0.1376994609266803,5.133398188472807,4082.200372846814,65.0,22737.73035015414,396.96674310480995,10.689244665003802,1.9789638343599396,1.9287448585260223,1.8412770135034442,2.1102397400904396,0.22620270097280573,789.4932877627609,-0.0017315188873178,5.138954611943708,3529.95657246508,65.0,18092.93385127429,346.7024718219323,9.53515944199639,1.9605594131801574,1.9045852883970924,1.805927676950057,2.128010093509976,0.3334328295851377,782.1180496453801,-0.0029190005419405,5.013626021239268,4629.567747470633,65.0,26674.497076013326,474.22407990924563,11.5776810663638,1.9731079434822667,1.9094819943385075,1.8037927583429534,2.13996422443442,0.3357680527959854,787.1754412189148,-0.0037319935255902,4.9992983484466444,5609.065085884835,65.0,26860.719420946778,520.6573650463757,11.618024339469098,2,2
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.9853142026414614,1.957480850411404,1.8945213851265448,2.058402992593239,0.09515088792155878,794.0630962876558,0.4364351345253884,4.256737205552485,1209.926097766466,64.83790523690772,7650.178964337281,125.68635376607796,6.1847307800490725,1.9782275992655727,1.9245718369891367,1.8432503107911495,2.105644024190206,0.1982918870206513,791.1880576861611,0.0095388847198786,4.463465425137012,2855.100445606127,64.83790523690772,15942.766862403869,299.94396479813867,8.928260430342483,1.9735727200933295,1.9215500022631369,1.8304447342990624,2.118577690361749,0.25634343108024127,789.3090994058397,0.0037113186576063,4.635092421457636,3500.2237276623837,64.83790523690772,20610.140030566927,360.9737998171634,10.151389075039663,1.9782388404596314,1.9178655628673713,1.8163148090892256,2.1211003380359483,0.2833730335454989,791.1751121703385,0.1374615579469722,5.133743226291817,3876.393578051435,64.83790523690772,22783.333583574877,393.1855109745196,10.673175156338173,1.9793601019823963,1.9291000316134643,1.8414669028140065,2.1101053609779425,0.22583030747030733,791.6362737897884,-0.0017576178561335,5.13932258206663,3373.844292833052,64.83790523690772,18156.86963576643,345.5109161249787,9.528082082918479,1.9611400091685038,1.9101009819300752,1.807354925349271,2.126639865439908,0.3322117951827607,784.3345976084697,-0.0024544950920077,5.01403662868438,4423.891107726546,64.83790523690772,26709.994438591544,471.90768614726466,11.556382314243402,1.9748501776051561,1.9111396946986547,1.8001583868682172,2.141344211195596,0.33256249325303994,789.8492273717299,-0.0037855210753733,4.999330288566717,5395.867067270548,64.83790523690772,26738.190738791032,514.925045382035,11.56248042999231,2,3
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.9844706994358838,1.9617175286616222,1.8921942776655,2.0589186124708636,0.09494151602380876,791.7606257489524,0.4622113097889213,4.293190116696612,1266.0925292968302,65.0,7595.234538056116,126.15020743697863,6.177945267556617,1.9765890362255494,1.9279691965424233,1.840563243076855,2.1059637504612936,0.20050594254898427,788.5871978595969,0.0095659160302717,4.500865618562206,2990.483312630728,65.0,16039.05376081503,302.8982534025697,8.977653374050378,1.970805351618102,1.9253282266594136,1.8297088244087254,2.1086174882901076,0.25988093591646866,786.2701847513993,0.0017594962611617,4.458788842184314,3674.3366613651942,65.0,20787.722644257796,365.57764731791474,10.22061239898768,1.9727496450946649,1.9151599014371543,1.8115624032669058,2.122932808774673,0.29589977897713493,787.0428099485619,0.1220867227202437,5.311190275202005,3886.678605747889,65.0,23669.900174106693,401.7343916788549,10.906155233648366,1.9785623475440541,1.9325760408894785,1.840699174245677,2.1093345341767096,0.22186620076390484,789.3763741042915,0.0005626744772239,5.111843017993698,3501.4495025299393,65.0,17745.82905149669,342.73244413001254,9.443252636633199,1.9644660616893117,1.9099291688968045,1.8093515195934684,2.134459953355494,0.3217401707435291,783.7254921579654,0.0030818480656378,5.011578530364206,4842.2058668099135,65.0,25738.983758354883,474.7539026392584,11.37284603458635,1.9717214946775368,1.915492744156945,1.8022354371284037,2.1365797811965033,0.35833437095451925,786.680914596838,0.0102099481758535,4.997008443564243,5181.622966934312,65.0,28666.73078521312,530.5552133866422,12.00224660402312,3,1
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.985153717895431,1.9586868792348657,1.8933170005776416,2.059131274703052,0.09531320798952819,792.0098262105155,0.4371230207160634,4.2953728542318075,1267.7852980209411,65.0,7624.964761248101,125.96301341864891,6.190024703942432,1.9782414089604696,1.92556389608709,1.8440684943807222,2.106411657133334,0.19943173063384134,789.2067115621293,0.0093678016811553,4.503776103846996,3022.170489365231,65.0,15953.145554844346,302.16246881282046,8.953578087954964,1.9725999251257602,1.9232507171854905,1.831987914190126,2.109356980441409,0.257776974072294,786.9394003833422,0.0044847023129231,4.461954237596284,3683.1540198956573,65.0,20620.439586676872,363.67342704179634,10.179405652126112,1.9779185899668863,1.911871143678976,1.8147097377682795,2.1232723418723003,0.2856583012553923,789.0615638014633,0.1368814243858494,5.315007651127617,4092.523052512652,65.0,22851.290565511783,397.7685734414802,10.71590434153101,1.978837683407675,1.9278193750235229,1.841400848534552,2.1098322607713222,0.2234075459331385,789.4431429346726,-0.0017689342857508,5.114911678496957,3487.89426377339,65.0,17869.14016920203,342.39325140852446,9.476005182411818,1.9628005878236758,1.912856678856632,1.807247733837285,2.1341480265964643,0.33479117609946046,783.0077354156653,-0.0025672071318771,5.015017414541033,4674.161367945095,65.0,26783.142571587276,478.2869533183507,11.601235112634754,1.9772885953153791,1.9243793892282444,1.7866005738352315,2.1454051650223054,0.35101295997606613,788.7572854989309,-0.0071414475171159,5.000936408086147,5574.134843988057,65.0,28078.041430808255,526.6287110537698,11.878370493546285,3,2
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.985372800911459,1.9600319625495184,1.893510925911961,2.0587260344266105,0.09509643353041157,794.0864715401514,0.4367925151569641,4.29562659000608,1209.4813335932636,64.83790523690772,7645.800804061851,125.62836256506608,6.182960781074812,1.9785577338904825,1.9271871493496373,1.8439095772108385,2.1057525433234225,0.1991718783569666,791.3187294200221,0.0094142820028878,4.504148766893585,2863.6187011850575,64.83790523690772,16013.518605839286,300.9156489143367,8.948049677398782,1.9731363730380824,1.9240015817595857,1.8327049033126668,2.108968540206994,0.25705911748081545,789.1302796000593,0.0035695783613379,4.462379180499075,3500.58618848938,64.83790523690772,20667.681575016297,360.77721983668357,10.165550052755703,1.9784758337394086,1.9141628752716944,1.8154511381720744,2.1230216326213847,0.28481660428570177,791.2707378229243,0.1366996947397303,5.315420191079012,3885.3392498207086,64.83790523690772,22899.397392872554,393.9815156644399,10.700326488680743,1.979128099238907,1.9282269619253327,1.8415096088216143,2.1094987724797702,0.22314608683025813,791.5435603869265,-0.0018856864928805,5.115291523287734,3328.8224001081167,64.83790523690772,17941.056954196163,341.2289079361801,9.471287387202482,1.963368666428136,1.9130976568163305,1.806910123032181,2.1338360110437407,0.33434144170260566,785.2005634172685,-0.0029231122051231,5.015433987097572,4455.146888115587,64.83790523690772,26881.219083610336,476.2682074047153,11.593364283850123,1.973052067345422,1.9107040188768944,1.798698652858634,2.1374284571160325,0.3508180118170226,789.1233121749245,0.0102752419510202,5.000849318056848,4752.645196136787,64.83790523690772,28205.94355909451,512.6040693761693,11.875593366037444,3,3
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.9844293933041735,1.9624829349031123,1.891868605872526,2.0588265788243225,0.09485188625574606,791.7441009543518,0.4622113097889213,4.293183349163368,1265.9179603697512,65.0,7588.092409026747,126.11177692784487,6.175039889207214,1.9767174455111256,1.9266257581158333,1.840563243076855,2.106127812602219,0.20046306182692056,788.6388819891306,0.0095659160302717,4.511938811444872,2990.2058833723017,65.0,16035.417714610154,302.86099445342626,8.976635701398877,1.9709017117796501,1.926745900400372,1.8302719435560602,2.1101965406985044,0.25956604870270383,786.3092496101324,0.0017594962611617,4.45977104919464,3667.33491650776,65.0,20762.21725196573,364.7998050989418,10.214340409927507,1.9726063474070816,1.9148115676502524,1.8114669534908119,2.1239777998855884,0.2960388037840546,786.9859390015635,0.1220867227202437,5.330376917075428,3887.6328374506897,65.0,23680.913040500152,401.66628907290306,10.908692085561343,1.9782500693149183,1.9340321989066451,1.8405766709747786,2.1100448099991356,0.22384006326822664,789.2512761484186,0.0005626744772239,5.152820250361278,3529.165728069405,65.0,17903.890601251,345.4599664619924,9.485214784272094,1.9630100649278608,1.9099535469008666,1.8084780000490601,2.135764371443482,0.32249691188293733,783.147655291094,0.0024829498509991,5.007041365395478,4861.628990311468,65.0,25799.536174894874,476.3420846286326,11.386215808011343,1.9671591990206831,1.9112357308166592,1.803215522902081,2.134968777215574,0.3279623118635429,784.801259406351,0.0239036782783898,5.003660660835657,4887.806746214704,65.0,26236.857131633107,486.38653041348476,11.482312623075357,4,1
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.9851214081153403,1.9579314682547904,1.8939729062444044,2.059141845391958,0.09521943315724346,791.9969472680674,0.4371971615837808,4.295374944013167,1267.700307030537,65.0,7617.491639080446,125.92190360683607,6.186990581671406,1.9783572062705923,1.9243373197706637,1.844485616303413,2.106556973760358,0.19945510814580775,789.2535881903591,0.0094156579001435,4.51486093435003,3021.0008905668305,65.0,15954.779653520529,302.13747455883555,8.954036638759295,1.972689110881361,1.9231623922260108,1.834004539598854,2.1109328023930147,0.25745371198497574,786.9758786499599,0.0047486911976214,4.462919364232198,3676.9345214587956,65.0,20594.336509230016,362.8995082034426,10.172960640201332,1.977785251531249,1.9112463378809317,1.8155913859695736,2.124968829162122,0.285780303745374,789.0092795127721,0.1371120504480063,5.334247142758692,4093.2275690195443,65.0,22860.972740392455,397.68734492294055,10.718174284922416,1.978798034314025,1.928832407068945,1.8420295917914309,2.1105741982235307,0.22559995324569956,789.4266656278942,-0.0017412004909607,5.15590595592998,3519.8525197190947,65.0,18044.663421147525,345.5474538506176,9.522431444162859,1.9613479061400738,1.908900641387452,1.8073496458164242,2.13481710291281,0.33519078373141625,782.4306931845542,-0.0025879054084714,5.010545217958084,4685.415127579332,65.0,26815.127509248392,479.254749977385,11.60816025339868,1.9734120489440317,1.9074799633305886,1.8028389740876132,2.138064778876947,0.318088790903648,787.2511492369072,-0.0021306132370437,5.007758541366003,5531.997362853936,65.0,25446.599590989626,497.254257713233,11.308066136776736,4,2
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.9853441111407453,1.958702741507248,1.894228767140328,2.0588178298628255,0.09500670595787981,794.0750606542813,0.437050080060487,4.2956223493128896,1209.1780520917314,64.83790523690772,7638.58666236651,125.58568502155079,6.18004314805589,1.9786800165453835,1.924864433451036,1.843355562387729,2.106114220939993,0.1991672894377371,791.3682416952877,0.0094875630008711,4.515208519442028,2863.8538537234385,64.83790523690772,16013.149654438776,300.89343044016726,8.947946595291786,1.9732135837473772,1.9233748862388529,1.8342577881363733,2.110989355209759,0.25673004632308005,789.1619906337376,0.0040319693123006,4.463323163363236,3493.2978665504716,64.83790523690772,20641.22408939878,359.9918745194881,10.159041315350278,1.978367609962071,1.9138374151759507,1.8202139595724247,2.12499546721753,0.2848803862049942,791.2285304404904,0.1369076829445536,5.334574902853431,3886.679873741603,64.83790523690772,22904.525491074633,393.8738119360672,10.701524538838996,1.9791850764515388,1.9294583902518423,1.8424453205504203,2.110329703344689,0.225215254527655,791.5655491717412,-0.0017701186190993,5.156290465284305,3362.3411605050646,64.83790523690772,18107.419071650715,344.3315466997413,9.515098284214071,1.961992025608146,1.9091345476288375,1.8076659265589567,2.1334095318247406,0.33450399145757914,784.6536957292002,-0.0025497598218446,5.01098540265196,4470.229435006927,64.83790523690772,26894.28816518508,477.1237804950207,11.596182165951232,1.973881389667947,1.909120081139468,1.803590309372456,2.137299122731525,0.3175937130498109,789.4195786768598,-0.0023952956655864,5.00829360472261,5239.007192857257,64.83790523690772,25534.693326061297,490.6505634649543,11.299268411286922,4,3
