Spacecraft,Condition,SV1,SV2,SV3,SV4,BP1,BP2,BP3,BP4,BP5,BP6,BP7,BV1,P1_time_mean,P1_time_median,P1_time_p25,P1_time_p75,P1_time_variance,P1_time_line_integral,P1_time_min,P1_time_max,P1_freq_peak_value,P1_freq_peak_freq,P1_freq_sum_power_spectrum,P1_freq_std_power_spectrum,P1_freq_rms_freq,P2_time_mean,P2_time_median,P2_time_p25,P2_time_p75,P2_time_variance,P2_time_line_integral,P2_time_min,P2_time_max,P2_freq_peak_value,P2_freq_peak_freq,P2_freq_sum_power_spectrum,P2_freq_std_power_spectrum,P2_freq_rms_freq,P3_time_mean,P3_time_median,P3_time_p25,P3_time_p75,P3_time_variance,P3_time_line_integral,P3_time_min,P3_time_max,P3_freq_peak_value,P3_freq_peak_freq,P3_freq_sum_power_spectrum,P3_freq_std_power_spectrum,P3_freq_rms_freq,P4_time_mean,P4_time_median,P4_time_p25,P4_time_p75,P4_time_variance,P4_time_line_integral,P4_time_min,P4_time_max,P4_freq_peak_value,P4_freq_peak_freq,P4_freq_sum_power_spectrum,P4_freq_std_power_spectrum,P4_freq_rms_freq,P5_time_mean,P5_time_median,P5_time_p25,P5_time_p75,P5_time_variance,P5_time_line_integral,P5_time_min,P5_time_max,P5_freq_peak_value,P5_freq_peak_freq,P5_freq_sum_power_spectrum,P5_freq_std_power_spectrum,P5_freq_rms_freq,P6_time_mean,P6_time_median,P6_time_p25,P6_time_p75,P6_time_variance,P6_time_line_integral,P6_time_min,P6_time_max,P6_freq_peak_value,P6_freq_peak_freq,P6_freq_sum_power_spectrum,P6_freq_std_power_spectrum,P6_freq_rms_freq,P7_time_mean,P7_time_median,P7_time_p25,P7_time_p75,P7_time_variance,P7_time_line_integral,P7_time_min,P7_time_max,P7_freq_peak_value,P7_freq_peak_freq,P7_freq_sum_power_spectrum,P7_freq_std_power_spectrum,P7_freq_rms_freq,Case,fault_location
1,Fault,0,100,100,100,No,No,No,No,No,No,No,No,1.9911545036057805,1.9624120217939889,1.9290114259038935,2.0623366638667684,0.06361422862072502,2389.358977382063,0.6714319044870521,3.698226706892572,7825.968237226811,64.94587843463779,45878.6134883812,479.75656341255944,8.744389962368368,1.9882167879809838,1.9403947478096408,1.8938171629897445,2.0925386427704655,0.1334963840167743,2385.8184305139334,0.4014466238964065,4.010017227610634,19060.948423759084,64.94587843463779,96277.65890108966,1152.24487929759,12.667389819341214,1.9904003036967277,1.9544309419209105,1.880900396773236,2.096891693276026,0.1932296119663782,2388.4413001615117,-0.0031124142525987,4.5832349448413545,22401.023273151954,64.94587843463779,139357.2927649579,1353.992994372182,15.240149428672384,1.9769150395124047,1.9564256092339256,1.8648204692289465,2.1268698977449123,0.2342450425925377,2372.254625954637,0.0029327826605131,5.31664159126222,26506.43456212251,64.94587843463779,168937.64184025952,1517.1004413758185,16.779831238735166,1.9841026439378138,1.9316058658882211,1.8761849311475691,2.102535053079548,0.1660004328158586,2380.8725730915726,0.1090374241256897,4.63977596440105,22051.67781853347,64.94587843463779,119719.59514701362,1341.310721352662,14.125602945657082,1.9729277181147746,1.923728503502428,1.8405015430938207,2.126521881931545,0.24786108044614838,2367.446447555581,0.0018672971006134,4.991621622563951,30464.53369784067,64.94587843463779,178757.53514830247,1854.5748490111669,17.260626444227647,1.9756965946262717,1.9274412216671024,1.8344760363909176,2.132567908904823,0.2610366964304944,2370.770727276207,-0.0008923842955568,5.024811258578874,30854.698537012024,64.94587843463779,188259.7959840208,1955.333378849405,17.713450444225558,106,1
1,Fault,25,100,100,100,No,No,No,No,No,No,No,No,1.9848155246559815,1.9583155809749224,1.8931177846379696,2.062749222476081,0.09520921592188197,2381.7405801003497,0.3499582988981703,4.134665655127091,10964.480139337616,64.94587843463779,68664.93412746924,663.3416487306927,10.697736063257281,1.9751151676528031,1.932591367137296,1.8432291280990245,2.1049904450757726,0.20453979044851914,2370.074571679252,0.0007794677474122,4.692920494216953,25003.158965746967,64.94587843463779,147514.19914136725,1569.433318833756,15.679827759543324,1.9772053238750549,1.9263584930123008,1.822499081354016,2.109923164070818,0.24959029601446192,2372.5784948760274,0.0097388180006412,4.677979588993618,30843.048409672465,64.94587843463779,180004.64628077793,1862.3368171145462,17.320731618534378,1.9717191578067546,1.9167819801778536,1.809286587801064,2.1218558120416695,0.30215854565288613,2365.992461664814,-0.0078455280146072,5.372401143455003,32800.092821046645,64.94587843463779,217916.89420413435,2087.4230720207693,19.0576709928983,1.978310776822243,1.9253839532558017,1.841302030871232,2.1140598331356486,0.22560401159278623,2373.9073130730285,0.0056131076830216,5.196924830424644,31034.088966681236,64.94587843463779,162705.7259627232,1816.144093144348,16.467428759155815,1.9675688517832663,1.908301253503308,1.810389596338427,2.1371983006122868,0.32693391195066107,2360.99375351465,-0.0029952159151954,5.166050197102906,40902.2672792222,64.94587843463779,235784.90076577276,2477.2677761164728,19.82359287842699,1.971981781369237,1.9012137098707145,1.800687292952768,2.1384377996272192,0.32709228906656124,2366.290453120416,-0.0021963864754499,5.134264239871063,45735.93022828038,64.94587843463779,235899.12242094852,2577.0315629426054,19.82839388440007,107,1
1,Fault,50,100,100,100,No,No,No,No,No,No,No,No,1.984858736689929,1.9583110248989728,1.89341956146674,2.0628955514570455,0.0951100608962615,2381.7918211888,0.3955074483918881,4.218633750398368,11055.424309041953,64.94587843463779,68593.42347341427,664.4585626816563,10.692164067937343,1.9810550636129551,1.9295841150814008,1.8434331922473448,2.103779102517275,0.1926458111731404,2377.2064902628986,0.0032002139436604,4.642163525467546,27598.480076992073,64.94587843463779,138936.25534097443,1564.8364973264634,15.217109632525183,1.9748262322783143,1.9247718956113768,1.822051707636596,2.108293053902884,0.2499623988601885,2369.7192057185534,0.0165783972794028,4.559451560974148,31738.77489633623,64.94587843463779,180273.0070391674,1892.6160824113733,17.333638156254032,1.9752494757661305,1.9158185593283488,1.809455638174764,2.121093343026436,0.2938213817861422,2370.228897474386,0.0438661333254437,5.467446647722933,34547.20178953441,64.94587843463779,211904.12745485667,2088.530700245391,18.792912114893063,1.9780661779614281,1.9284929952707908,1.8402107723916377,2.1110680050720614,0.22430702830742869,2373.6138431834343,0.0004443383546395,5.149483325698292,30969.04336607301,64.94587843463779,161770.34096883168,1809.7684087520324,16.420025424707866,1.9628094649877927,1.908877890345536,1.8064309781051808,2.1422556981324528,0.33390836874765456,2355.3091319926025,-0.0062374296697416,5.090474360717777,41030.0607468391,64.94587843463779,240814.8824949928,2522.2980048924533,20.033924665218613,1.970522878174814,1.915646084654254,1.7998725625546763,2.1450859661697628,0.3295976723593006,2364.5246445373887,-0.0022783234491521,5.061238254825748,44520.55582454334,64.94587843463779,237706.00610436383,2546.906548327069,19.904187419751814,108,1
1,Fault,75,100,100,100,No,No,No,No,No,No,No,No,1.9848756341963818,1.9597156246892369,1.8924544779438488,2.060121436569375,0.0950420794418427,2381.811851675937,0.422823496514714,4.26227337019409,11070.769991967996,64.94587843463779,68544.39521449669,663.9288918199385,10.688342186271349,1.9784420286923092,1.9264970944003583,1.8426967024709648,2.104498399714658,0.19786774687374592,2374.0679537184296,0.0048110211133711,4.578231488835056,26449.348361713714,64.94587843463779,142702.31797921896,1577.3977719649156,15.421971230424196,1.9737803355281216,1.9267607948236016,1.8311168591284943,2.111443874689632,0.2516360692687702,2368.4622101388386,0.0587181247847734,4.472780073486763,32097.77719773976,64.94587843463779,181480.05897467167,1896.7176365447365,17.391571664394974,1.975829804458529,1.9116105202410665,1.810629293253812,2.1219445349373447,0.29062564034641397,2370.924483752927,0.1310097431468554,5.406637741158568,34863.47745492134,64.94587843463779,209599.35713065398,2089.6369448973824,18.690432362158543,1.9786823770863613,1.929212352290488,1.8409515860434291,2.1107481476047973,0.22564396536584877,2374.353612775259,-0.0010285818306618,5.172814906507101,31060.159000994518,64.94587843463779,162734.5406438328,1818.4709797690507,16.468886859966826,1.965181571412064,1.9052752071999457,1.8071581583267808,2.130184572438043,0.33518317958747135,2358.137467825553,-0.0037886251579447,5.040743776341628,41648.18138665313,64.94587843463779,241734.2767100741,2527.2731598549344,20.07213145591312,1.9716623803573736,1.9016778537124708,1.807490406079208,2.139453764825996,0.32864475852509983,2365.911113287346,-0.0025837898972068,5.029749526210469,46638.531350225094,64.94587843463779,237018.76417068127,2608.912940114418,19.875393672020742,109,1
1,Fault,100,0,100,100,No,No,No,No,No,No,No,No,1.9908047311200343,1.9656203244316868,1.9291737806693987,2.0573072610559207,0.05935166449555364,2388.9379104991253,0.8162990684557194,3.7286229344021087,7794.772182746341,64.94587843463779,42804.45011002554,474.5543803942601,8.446345374383876,1.9889484523819185,1.9399046363636792,1.8949222872890417,2.093093024753081,0.13402065919610748,2386.6983981162193,0.2680498373754341,3.8322524973344256,19437.70048742107,64.94587843463779,96655.76642256229,1152.5233301385288,12.6922395201794,1.983286089132254,1.9393717980755472,1.8748606128341985,2.1106860151654128,0.18989911278988195,2379.897834145234,0.1008033852649892,4.684607948373608,23589.68388457691,64.94587843463779,136955.33509361927,1383.0687108140694,15.108239203252602,2.001695702274934,1.959210260625074,1.8680244771769032,2.1128477067338567,0.21562251657662523,2401.9760212679794,-0.0071041072416778,5.0427678347824365,25041.15537754657,64.94587843463779,155507.0667663204,1506.0695700384897,16.099019989133936,1.98617557148872,1.930066136203264,1.8762821046029017,2.1039998138889726,0.16535047024320906,2383.360113623522,-0.001804247184925,4.65771531416932,22536.019444062917,64.94587843463779,119250.84181463753,1329.1909213849524,14.097921939931286,1.9715776469853914,1.9191708966705592,1.8426335001820744,2.118529336128464,0.25031314354600603,2365.822182289834,0.0693130433892649,5.0602993703952475,30319.953368519728,64.94587843463779,180525.96428195137,1850.5800573747424,17.34579508516648,1.9768164931683514,1.9328548386375248,1.83511282378564,2.1338065207529526,0.2572654101100289,2372.1131518873945,-0.0018754493407998,5.064965486532977,31975.322167896986,64.94587843463779,185539.94240405798,1937.1691478334794,17.585028784170262,110,2
1,Fault,100,25,100,100,No,No,No,No,No,No,No,No,1.984862431023735,1.9610614112293367,1.8933893470298784,2.063398520661425,0.09366268544221218,2381.7965267358977,0.4532362742631476,4.097737280161538,10993.095460306453,64.94587843463779,67549.57557226616,658.9712075312732,10.610496027697147,1.9796683364402277,1.9189560279079456,1.84287436939338,2.101384296646171,0.19402964585542745,2375.544612775701,0.0058411143430819,4.278318216769751,26769.917806575264,64.94587843463779,139934.2776057572,1560.3095356488457,15.271666445073874,1.9724783895307985,1.9242634505404,1.8208712354892151,2.113480036797492,0.25649990363183905,2366.905910849565,0.0100651755217034,4.724899967814014,31556.369652116093,64.94587843463779,184987.85874923423,1868.8263496304114,17.558846713705044,1.979602624172979,1.9179641497366329,1.8132106122945435,2.125792677461492,0.27421057691671696,2375.457527997245,0.0293273923350655,4.897050267455796,34470.11272474682,64.94587843463779,197760.80517762477,2026.1473697301967,18.15492610733263,1.9788584002743017,1.922653280696312,1.840165170947128,2.11261428248442,0.22816920247159486,2374.5638896525325,-0.0012166237005651,5.213491816643433,31034.584219885066,64.94587843463779,164555.74290711546,1815.7281852874135,16.560784145440067,1.9677222956954223,1.904133871601384,1.8071580915476992,2.130240001924909,0.32758729485386384,2361.180164093337,-0.0034765668450568,5.115764817725882,40842.64028295946,64.94587843463779,236256.12084225405,2470.0660240992443,19.8433918825325,1.9715334549727728,1.9063596917519623,1.8033217004807491,2.1370429649051808,0.32412366468272746,2365.7480793104096,-0.002360218860349,5.064179667934552,45797.78248406256,64.94587843463779,233758.1490310154,2556.2973162588455,19.738209519905606,111,2
1,Fault,100,50,100,100,No,No,No,No,No,No,No,No,1.9849386608245916,1.9575895826349623,1.8945927381591128,2.0605274247697545,0.09444881327673567,2381.8876334941456,0.44889788248978,4.187417617168454,11077.97011944585,64.94587843463779,68116.53135958838,662.3601287352889,10.654930889779653,1.9764141045123462,1.922137811085672,1.8430655923264845,2.1028474146585125,0.2003804450155601,2371.6343673416986,0.0087356798552115,4.369095425424284,25619.366587097367,64.94587843463779,144514.47713544447,1575.754883064966,15.519583173926014,1.9726507431759819,1.9181777676060807,1.8235905822173148,2.116014203853726,0.2557591496026966,2367.1098224025864,0.0084759522515361,4.714818067787629,31927.894021211687,64.94587843463779,184453.6265730396,1893.793441495065,17.533474012729652,1.9766392723056205,1.9237908422437355,1.8169272374789625,2.1235130437695164,0.27796565018761066,2371.8959711498433,0.1061073620828081,4.945971309030165,34945.24382673318,64.94587843463779,200468.96589812994,2057.5791883611355,18.278811317029067,1.9785124276504795,1.930099405578024,1.8410976744667549,2.112004229173529,0.22555037620137575,2374.1490966516403,-0.0014934571006742,5.184340886773362,30750.038245923643,64.94587843463779,162667.04409162034,1802.6910102040056,16.46547114882233,1.9710628637546974,1.9148047389820864,1.8042716403278127,2.141651206727566,0.3323884320734062,2365.2007352286487,-0.0045209230933134,5.046343151926858,40699.933455228,64.94587843463779,239718.7034055565,2489.7645076591803,19.98827587218553,1.9707053342825356,1.9129235567382656,1.8049343470100496,2.138026631938692,0.3235821455866549,2364.7549452157896,-0.0024124621896326,5.018891106748836,46096.799339488294,64.94587843463779,233367.6051881683,2567.0638077788262,19.72171414068633,112,2
1,Fault,100,75,100,100,No,No,No,No,No,No,No,No,1.9849652610976316,1.9563848692889143,1.8945459275140368,2.0588661592627475,0.09486826062990905,2381.9194350590465,0.4429030642389856,4.224803682088866,11100.258800044343,64.94587843463779,68419.03700042074,663.6355410166066,10.678563964037231,1.977544381071328,1.9232667913473565,1.8427833568381928,2.106277741764651,0.19829427004224723,2372.9906313149604,0.0091677304546088,4.463117456167509,26144.03478245489,64.94587843463779,143009.92670160372,1575.2350387351164,15.438584061888777,1.972689567234706,1.9181910279668424,1.8273566050067855,2.1178941084476066,0.25575349718197554,2367.1541013626666,0.0054835969771568,4.651924991460277,32093.64467460008,64.94587843463779,184449.5500443894,1907.1077170620617,17.533280261852003,1.9726241284883168,1.913475327872532,1.814768824637752,2.121489467091999,0.2938162227561203,2367.073124796557,-0.0025709958553361,5.121362350362952,33326.97719975698,64.94587843463779,211900.40675982536,2100.925467344276,18.792747127541226,1.9778518910074494,1.9281460167755584,1.8408422860272708,2.1105343840240662,0.22720238527034264,2373.35646526449,-0.001673665551925,5.1499596157328416,31127.161586763545,64.94587843463779,163858.4738581638,1827.7914046603287,16.525660544446417,1.9623956725195035,1.9064547484678385,1.8060983487393607,2.142436909314525,0.33148318611686267,2354.81027937264,-0.0056665029685658,5.0311612007068085,40879.46577825907,64.94587843463779,239065.8395690744,2507.023648463603,19.961038699137312,1.9742421430252295,1.9209291014113448,1.8015044464872003,2.1362333772446904,0.34292271005475267,2369.043587280419,-0.0055429735340359,5.007075392330998,48767.23482876445,64.94587843463779,247316.02995284263,2764.919710565086,20.302546225898308,113,2
1,Fault,100,100,0,100,No,No,No,No,No,No,No,No,1.9907384289561114,1.9593720917001651,1.928178147914764,2.057928996773122,0.06023430380708152,2388.8579266785464,0.8494758321234486,3.668953127051515,7411.930032407406,64.94587843463779,43441.01002281911,455.11533846542704,8.50891787311202,1.9842814899350312,1.9367167771612115,1.8800989904902787,2.0967640197004767,0.13972434865611635,2381.0885038271445,0.113766830963829,4.37814053064576,18322.317649314085,64.94587843463779,100769.27011296546,1103.2644798486401,12.959505527666135,1.9796042003912646,1.9372195059272603,1.8537853253661207,2.107467308644281,0.19335532639457473,2375.4654384899636,0.0017595697820523,4.6390088056623995,22129.524001200803,64.94587843463779,139447.9580734305,1354.6409715339378,15.245106213330148,1.9804072414606626,1.935294345200332,1.8525736743049577,2.1114338931348406,0.22153465149401197,2376.4288527504186,0.1220863070223912,5.383429157431832,24055.89266792616,64.94587843463779,159770.90142480723,1508.0728806875516,16.318236292810937,1.988326008133465,1.9399458624285408,1.8903265204027284,2.1025141192135206,0.14618027312898807,2385.946155108901,0.2337744592758624,4.135367126660734,21288.22265655992,64.94587843463779,105425.28607076274,1285.8156760942916,13.255519986705082,1.9856988394992665,1.966095414226184,1.8483867116434085,2.1213003685349863,0.23740820333641632,2382.786647350271,-0.0019673830092521,4.865266647431566,29364.38668518165,64.94587843463779,171218.91495032515,1757.6819346846687,16.89274572858249,1.981634290593553,1.9565482693117675,1.841135701818705,2.1310198868079606,0.28769281599319657,2377.899637932567,-0.0002034939422997,4.9129272867349485,32913.385279395196,64.94587843463779,207484.2027407014,2019.4115375992226,18.5958867647616,114,3
1,Fault,100,100,25,100,No,No,No,No,No,No,No,No,1.9850763705258552,1.9609847277022083,1.8927268562090531,2.0643392800704645,0.09373177136356207,2382.0530990426055,0.4521293325458923,4.246026064620459,11006.082354311855,64.94587843463779,67599.40037328664,658.8237924237744,10.614408475690535,1.979313332267258,1.92525527188766,1.8421846973766292,2.107528224655677,0.1990131310452737,2375.1141551282,0.0092823140295205,4.498558551737841,26914.689391493546,64.94587843463779,143528.36961641695,1586.0981886395064,15.466542902688206,1.972549432798566,1.921587569223548,1.8256956680966328,2.1197431957470942,0.25738298340538524,2366.9844731997655,0.001759505806997,4.645509646207628,31903.66349696759,64.94587843463779,185624.7363234555,1904.8137613470997,17.589046606882718,1.9752893423065636,1.9195453004219063,1.8162743155947576,2.1251834786932657,0.2879645587712625,2370.2722866042313,0.1220840736626863,5.158105275661388,34874.97497867926,64.94587843463779,207680.1837681139,2088.9741558791256,18.60466714600192,1.9787292868381254,1.9260214085301388,1.84044308727032,2.1118301911770527,0.22222625941676,2374.411411878694,0.0063534713139801,5.132129318520436,30537.281643790287,64.94587843463779,160269.68940449698,1800.9239204701107,16.34368835384152,1.9756600729921852,1.91758138391216,1.801329726745987,2.132918135867264,0.2989071199220118,2370.6959009358716,0.0105510286131583,4.936374201077737,40657.153799075386,64.94587843463779,215571.96434131492,2371.234889520804,18.95485708823796,1.9699277369163788,1.9072403366554929,1.8012745790537004,2.1383487446357856,0.3387551584547112,2363.834705495689,0.0081857436840911,4.9540636987562925,44352.078395513614,64.94587843463779,244310.38965511697,2596.9993340723036,20.17880033001289,115,3
