Spacecraft,Condition,SV1,SV2,SV3,SV4,BP1,BP2,BP3,BP4,BP5,BP6,BP7,BV1,P1_time_mean,P1_time_median,P1_time_p25,P1_time_p75,P1_time_variance,P1_time_line_integral,P1_time_min,P1_time_max,P1_freq_peak_value,P1_freq_peak_freq,P1_freq_sum_power_spectrum,P1_freq_std_power_spectrum,P1_freq_rms_freq,P2_time_mean,P2_time_median,P2_time_p25,P2_time_p75,P2_time_variance,P2_time_line_integral,P2_time_min,P2_time_max,P2_freq_peak_value,P2_freq_peak_freq,P2_freq_sum_power_spectrum,P2_freq_std_power_spectrum,P2_freq_rms_freq,P3_time_mean,P3_time_median,P3_time_p25,P3_time_p75,P3_time_variance,P3_time_line_integral,P3_time_min,P3_time_max,P3_freq_peak_value,P3_freq_peak_freq,P3_freq_sum_power_spectrum,P3_freq_std_power_spectrum,P3_freq_rms_freq,P4_time_mean,P4_time_median,P4_time_p25,P4_time_p75,P4_time_variance,P4_time_line_integral,P4_time_min,P4_time_max,P4_freq_peak_value,P4_freq_peak_freq,P4_freq_sum_power_spectrum,P4_freq_std_power_spectrum,P4_freq_rms_freq,P5_time_mean,P5_time_median,P5_time_p25,P5_time_p75,P5_time_variance,P5_time_line_integral,P5_time_min,P5_time_max,P5_freq_peak_value,P5_freq_peak_freq,P5_freq_sum_power_spectrum,P5_freq_std_power_spectrum,P5_freq_rms_freq,P6_time_mean,P6_time_median,P6_time_p25,P6_time_p75,P6_time_variance,P6_time_line_integral,P6_time_min,P6_time_max,P6_freq_peak_value,P6_freq_peak_freq,P6_freq_sum_power_spectrum,P6_freq_std_power_spectrum,P6_freq_rms_freq,P7_time_mean,P7_time_median,P7_time_p25,P7_time_p75,P7_time_variance,P7_time_line_integral,P7_time_min,P7_time_max,P7_freq_peak_value,P7_freq_peak_freq,P7_freq_sum_power_spectrum,P7_freq_std_power_spectrum,P7_freq_rms_freq,Case
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.9848666867714508,1.9567862239054448,1.8935636482911724,2.0594970969484536,0.09510478567845713,2381.8011179153104,0.4362484777398127,4.228663190544506,11082.681126539243,64.94587843463779,68589.61898369614,664.1097040380986,10.691867546855113,1.9776329943166895,1.9230287981372751,1.8429858751477697,2.106798269811644,0.1988384689456044,2373.096873249875,0.0095659160302717,4.550719504699835,26137.17198984531,64.94587843463779,143402.40322280442,1575.9942402641989,15.459754376164605,1.9725242392139006,1.923787794902452,1.8297111592095123,2.1165728168593296,0.25758721630179343,2366.954767952866,0.0017594962611617,4.624689296141806,32052.87425706625,64.94587843463779,185772.02919046156,1909.6244480454168,17.59602366021282,1.976225511384734,1.9122651239994128,1.813689040957908,2.1242933951095617,0.28758968438016985,2371.399069544832,0.1220867227202437,5.282505725853078,34984.20701650481,64.94587843463779,207409.82416982067,2085.7743408508504,18.59255335565921,1.9777341798845118,1.9283346062577469,1.840812693308003,2.110727469987376,0.22716131618015378,2373.2149944412677,-0.0017580508254911,5.185784976227152,31096.701244751963,64.94587843463779,163828.85480978503,1827.5937105792655,16.524166888216836,1.9616435782090949,1.9075703148594667,1.807915522060004,2.1338677510828488,0.3286842431978394,2353.882640119728,-0.0026034302074625,5.035330961407295,41102.547693663444,64.94587843463779,237047.24053640346,2480.2416137906607,19.87658759011061,1.9717413426914001,1.9027372566227967,1.8045321869955488,2.139208659612793,0.3290542429656358,2366.0127244125306,-0.0030061589924217,5.017114739321968,47260.680479224626,64.94587843463779,237314.0845539381,2632.6853474751924,19.887771978192113,1
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.9849305571320084,1.9574593033222625,1.893815097223124,2.058402992593239,0.09516937312755724,2381.877643572396,0.4364351345253884,4.256737205552485,11086.890982678557,64.94587843463779,68636.19948428088,664.0248324114939,10.695497454870194,1.9774368554694308,1.9245718369891367,1.8416567744999908,2.105644024190206,0.19881174507085236,2372.861042276043,0.0094583408656116,4.463465425137012,26206.136952167046,64.94587843463779,143383.12995097128,1578.1478997108425,15.458715446362897,1.9726432009852772,1.9209952947677127,1.8295794011904287,2.1183841232303986,0.25754796292263954,2367.0976860293486,0.0017594962611617,4.635092421457636,32154.031168889775,64.94587843463779,185743.7196337891,1912.9573835873225,17.59468289161004,1.976126816171719,1.9177325664584857,1.8150685816230727,2.1211003380359483,0.28738576491019,2371.278955937302,0.1220867227202437,5.133743226291817,35024.23568308949,64.94587843463779,207262.75734611155,2087.5116198778815,18.585960532353067,1.978897072929904,1.9291000316134643,1.8410142778811305,2.1101053609779425,0.22546785121878507,2374.611804209456,-0.0017576178561335,5.13932258206663,30930.772670087863,64.94587843463779,162607.52703291344,1813.795920537443,16.462458657650615,1.9616222405839077,1.9093097508110857,1.807354925349271,2.1274175446882926,0.3287483253499395,2353.8667270444266,-0.0029190005419405,5.01403662868438,41155.359290732595,64.94587843463779,237093.45661653907,2484.1019940982187,19.87852512203974,1.9720293380102816,1.9093948761830943,1.803311615349488,2.1413431967768584,0.3354044014961371,2366.3765075107535,-0.0037855210753733,4.999330288566717,47662.8648232191,64.94587843463779,241893.82206121483,2688.2252292519374,20.078754196962137,2
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.9849993839284104,1.9600319625495184,1.8928703015902848,2.0587260344266105,0.09511718292845443,2381.9602432228576,0.4367925151569641,4.29562659000608,11083.73868438202,64.94587843463779,68598.55988659282,663.7429779572766,10.69256438579265,1.9777966938921658,1.9271871493496373,1.8429615359533944,2.1057525433234225,0.19970348645263947,2373.292352434373,0.0093678016811553,4.504148766893585,26297.506224618443,64.94587843463779,144026.25428138685,1583.5219605431341,15.493345575944685,1.9721813457833608,1.9239238297621504,1.8307086415947529,2.108968540206994,0.2582390202128689,2366.5410765102506,0.0017594962611617,4.462379180499075,32144.68364639179,64.94587843463779,186242.1104970312,1912.192783124291,17.61827226191751,1.9763831002115932,1.9141628752716944,1.813612873112468,2.1230216326213847,0.28879489633181393,2371.587047068517,0.1220867227202437,5.315420191079012,35120.796610542275,64.94587843463779,208279.02363195238,2092.0670504255586,18.63147085050598,1.9788429476898368,1.928208374516086,1.8412202442371648,2.1094987724797702,0.22280694721839,2374.5469600649035,-0.0018856864928805,5.115291523287734,30563.60394891837,64.94587843463779,160688.48173737648,1792.226733613196,16.36502784076339,1.9635449584037281,1.9124442155967492,1.807915522060004,2.1342644665046504,0.3302947796253897,2356.1622250190953,-0.0029231122051231,5.015433987097572,41449.283890584746,64.94587843463779,238208.76021322096,2503.2310738138613,19.925225227218093,1.9740199125750877,1.913541460973204,1.798698652858634,2.1394982966462446,0.3533919380033434,2368.725328683488,-0.0071414475171159,5.000936408086147,46019.99815249892,64.94587843463779,254866.44238398026,2743.060362588045,20.610128674350882,3
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.984965286540586,1.958702741507248,1.8933980699083608,2.0588178298628255,0.09502614406598463,2381.9193391248587,0.437050080060487,4.2956223493128896,11082.002495839939,64.94587843463779,68532.90261346016,663.4989277087226,10.687446110075452,1.9779188570752586,1.9247615677442933,1.8427990604361888,2.106114220939993,0.1996954517855026,2373.4393086860764,0.0094156579001435,4.515208519442028,26294.385191115376,64.94587843463779,144020.45967543044,1583.3905660187054,15.493033901048907,1.9722689226870127,1.9233748862388529,1.8327818323705305,2.110863387993796,0.2579165936938656,2366.646631351541,0.0017594962611617,4.463323163363236,32084.44136992819,64.94587843463779,186009.5763303128,1908.157081010621,17.607270105002687,1.9762548302831997,1.9138374151759507,1.813706428226444,2.1249012822192768,0.28890318844762547,2371.4335886824,0.1220867227202437,5.334574902853431,35129.23433772397,64.94587843463779,208357.12396002174,2091.6175062910115,18.634963731295613,1.9787447602902952,1.9312828018543884,1.8412767167010295,2.110329703344689,0.22488551243903435,2374.4286070785174,-0.0017701186190993,5.156290465284305,30838.513107563886,64.94587843463779,162187.54401378785,1807.9350382944792,16.441185278328113,1.9621165617785516,1.90927638799536,1.807915522060004,2.135269842866254,0.3307341721158954,2354.449315064464,-0.0025879054084714,5.01098540265196,41586.403990047824,64.94587843463779,238525.6502970699,2509.3406176305157,19.938474126550318,1.9714862085285034,1.9086341277188048,1.8030633410517671,2.137299122731525,0.32122130997739734,2365.701657222554,-0.0023952956655864,5.00829360472261,46367.9865823248,64.94587843463779,231664.96936635402,2565.9943800992114,19.64963822255404,4
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.9849874011373225,1.9583111663850328,1.8934397098350848,2.059063016343944,0.09505101558114047,2381.9458303865795,0.4370105708997131,4.28121273468884,11084.566825676095,64.94587843463779,68550.83996262633,663.4522746971123,10.688844649339355,1.9776879326592416,1.9245947282053009,1.8428167579739096,2.1067563476458955,0.19908312858989446,2373.162523919456,0.0094505379551847,4.454755796712536,26281.60946815947,64.94587843463779,143578.8518805962,1580.9009570869293,15.469262634904752,1.9725680251866133,1.922083235291372,1.8296775815690327,2.1187006192517983,0.2569643510828868,2367.007213584393,0.0017594962611617,4.582818981006038,32123.567086982097,64.94587843463779,185322.81848315356,1909.0624925302538,17.57473653112869,1.9760307516073339,1.9187449249890391,1.8138733244151783,2.1218922542811622,0.2875119640327978,2371.1638125575146,0.1220867227202437,5.154235811347352,35068.82611827461,64.94587843463779,207353.77221643578,2087.4941833114,18.590040891851913,1.9788367359274446,1.9297603233493488,1.84206145776302,2.1108375780119735,0.22594529601544974,2374.538814554655,-0.0016755045654159,5.151998842357124,31008.146474166355,64.94587843463779,162951.8604589904,1816.4553497775964,16.47987967487376,1.9638370745730582,1.9084642914143264,1.807936637340636,2.134230210869133,0.3320081779759881,2356.5138000772195,-0.0029729858127875,5.001566648496668,41552.98037744119,64.94587843463779,239444.46396037165,2509.5210625833975,19.976839254512196,1.9723478806682764,1.9078223789602504,1.8018041212279827,2.1382550657627366,0.3240056117301054,2366.740717949394,-0.0026072709950842,4.998043912374156,46805.6621151356,64.94587843463779,233673.00918255793,2592.227654694983,19.73461464797991,5
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.9849280797368134,1.957656889581396,1.893342319708992,2.059354543293462,0.09494868140681216,2381.8746201375525,0.4372652490645685,4.270135974028023,11079.202091499368,64.94587843463779,68477.03650493364,663.1423411488188,10.683089168161493,1.9778416817775024,1.9256387695142247,1.8428784511820668,2.107156739788736,0.19930954030860637,2373.34707867837,0.0094732146926882,4.521877045006816,26266.43676099402,64.94587843463779,143742.1401253371,1580.6167849519138,15.478056516960663,1.9723453624508251,1.9234683585204109,1.830900870320084,2.1122334416673687,0.2572714990288554,2366.739124719581,0.0017594962611617,4.506679632003751,32057.13922439088,64.94587843463779,185544.33373536004,1905.7664031692611,17.585236882840107,1.976226462102892,1.9138218426982951,1.8156068576647115,2.1229607231291907,0.28855067200469164,2371.399992575767,0.1220867227202437,5.309873882333871,35086.82398119274,64.94587843463779,208102.88892511965,2088.085920491297,18.623591173791716,1.9787459738049378,1.93027680013002,1.841142439476752,2.110261960296312,0.2253189320326299,2374.42967702832,-0.0016021152741776,5.132478445074357,30892.933612790257,64.94587843463779,162500.12644139872,1808.5467622886092,16.457021117717442,1.9561523045491394,1.912688552579292,1.808702457274752,2.130157540004108,0.33429776414936285,2347.293513981612,-0.0032364801113383,5.022649698490948,41251.97912522887,64.94587843463779,241095.7146534026,2502.3649705300627,20.045602786870848,1.9735318377955686,1.9111425144196228,1.8018041212279827,2.137649551865592,0.3313911031407789,2368.164588319166,-0.0032722405524644,4.999767478232293,47094.46481264284,64.94587843463779,238999.4292806813,2637.2467776474386,19.958266010214135,6
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.984956786126663,1.959048622509424,1.893523924605564,2.05872133385896,0.09509126872006123,2381.9090839335804,0.4368577630737415,4.274454653549836,11084.980931616601,64.94587843463779,68579.87054654253,663.6196664395721,10.691107718297369,1.977625773282093,1.9246934422873887,1.8425883243845145,2.107184393298607,0.19901328337203672,2373.087838719703,0.0094473496692072,4.469065709459638,26258.334473353167,64.94587843463779,143528.4794745546,1579.9712746258585,15.46654882181513,1.9725414674463122,1.9222411733027664,1.8297111592095123,2.1183762608668326,0.25709673357511353,2366.9752072417064,0.0017594962611617,4.583061769686471,32129.190141153365,64.94587843463779,185418.2928027387,1910.1467448933283,17.579263010847882,1.976109597529676,1.9162727915266229,1.8135547190180428,2.1223731051969934,0.2875619221486535,2371.2585800807055,0.1220867227202437,5.176297336419533,35065.15398981238,64.94587843463779,207389.80203457002,2087.77161436618,18.591655925646233,1.9787480255441623,1.9297677852858608,1.841131719571225,2.110498739605397,0.22542152638143342,2374.4324193282237,-0.001687888452874,5.140053018596315,30933.502912232732,64.94587843463779,162574.11753705298,1812.0203567346337,16.460767374632173,1.9629039269843884,1.91014241339968,1.806671810193596,2.1301757534288663,0.33229496622966653,2355.4010158662877,-0.0036878540061338,5.009606308994146,41463.847078001905,64.94587843463779,239651.29579231868,2510.1017201842724,19.985465376631367,1.9726692895143079,1.9108645339068648,1.805800965043312,2.1405717907814035,0.32829246249652344,2367.1181662821223,-0.0026367736223338,4.995420308569404,45603.76902890647,64.94587843463779,236764.68809872397,2575.816690638353,19.864737941837372,7
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.984939797902134,1.9574435378963024,1.8935636482911724,2.058518924454171,0.09515191592164668,2381.8887338682575,0.4365431088281814,4.261449273722142,11084.607728268726,64.94587843463779,68623.60933864958,663.9349888150784,10.694516456160262,1.977539991742839,1.9246439740912928,1.8423019988177851,2.106306675125557,0.19911667840800334,2372.984659168117,0.0094578874213481,4.4929977511281045,26215.980700388234,64.94587843463779,143603.04802619127,1579.560257317785,15.470566032856894,1.9724899824726274,1.922237974313184,1.830458871671576,2.115600751518896,0.2575582692028254,2366.913017002248,0.0017594962611617,4.584248657961286,32147.853332162595,64.94587843463779,185751.15252821226,1912.822418817878,17.595034930732222,1.9762516452268222,1.9136714535046,1.8137577852133209,2.123627753299856,0.287554720407062,2371.4291540057707,0.1220867227202437,5.218281610403865,35049.83171236033,64.94587843463779,207384.60813493334,2088.435296421762,18.591423118153767,1.9782878298374906,1.930454443208956,1.8409666242392284,2.1098616876927814,0.2237176782426599,2373.8801765013613,-0.0017743379514004,5.129187975696966,30692.621100826567,64.94587843463779,161345.3014074454,1798.8303546878467,16.39844003797543,1.9609782917997718,1.9065066687908017,1.8065494597199825,2.129348793647501,0.329801480132215,2353.0944513508402,-0.0032837077015394,5.0193171591542285,41219.53617292605,64.94587843463779,237852.99237209363,2491.0579274266847,19.910340377640193,1.9709775596740147,1.913060902874624,1.789000560570287,2.1419879655265945,0.3134602994371793,2365.0625002612464,-0.0051361136549821,5.000585457007808,42448.749084672454,64.94587843463779,226067.72468424338,2394.8179956096747,19.410809904288012,8
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.9848943533890542,1.959432383212532,1.8934649022882009,2.058585042684008,0.09501468594638225,2381.8342277793818,0.4369037134839339,4.243750346705708,11080.560329996792,64.94587843463779,68524.6390118739,663.5531770431436,10.686801751995612,1.977733551066913,1.9262764822842815,1.842228153886532,2.1054561230946147,0.19904453356284119,2373.2175062874885,0.0095503400574452,4.545302460563368,26195.21035920503,64.94587843463779,143551.0171277879,1577.9618066741023,15.46776309661419,1.9724254026456267,1.924287284239064,1.830629471909576,2.1152625948839447,0.2573940276836679,2366.835731822369,0.0017594962611617,4.569301225779703,32039.040414975363,64.94587843463779,185632.70146247515,1906.8062205119886,17.589423974956993,1.9762428104791692,1.9144737037476487,1.8147417521821871,2.124297138303791,0.2880890826786226,2371.41993275035,0.1220867227202437,5.307072531235585,35031.58190040467,64.94587843463779,207769.990472364,2085.944293968475,18.608689299731456,1.9788128898108683,1.9296513704401843,1.841166738966828,2.110845046365206,0.22706385924698314,2374.5101850872616,-0.0016804007619143,5.1546173989481705,31071.524404710468,64.94587843463779,163758.5688208539,1823.1206121012547,16.520621902179002,1.9659030254444787,1.914913407125416,1.807915522060004,2.1299601683400375,0.3369205538487571,2358.9719461629884,0.0002264090405933,5.033777249249787,41515.936861510156,64.94587843463779,242987.2718960006,2519.198125855958,20.12408473678578,1.9723415177069754,1.9029938841783856,1.8018041212279827,2.138979950388712,0.32402214631933796,2366.720688120877,-0.0025113386770871,5.008019735982745,45503.27819106503,64.94587843463779,233684.93393657968,2542.2950075336685,19.735118187999266,9
1,Normal,100,100,100,100,No,No,No,No,No,No,No,No,1.9849235505821154,1.95921577017792,1.89358201528408,2.058360114204196,0.09503726809206862,2381.8692165841576,0.4367562604154593,4.245233520978996,11079.603534235852,64.94587843463779,68540.92526663395,663.4026036976101,10.688071642929323,1.9775948944025488,1.925406721171248,1.8424879193996024,2.1067024642112746,0.19876995551115126,2373.051177767788,0.009511823058309,4.480101155897321,26221.16400207043,64.94587843463779,143352.99129962007,1578.061370541545,15.457090675998296,1.9725929951039176,1.924630769284208,1.8280601356500088,2.1184727484925867,0.25676466026761485,2367.0377939541804,0.0017594962611617,4.6352256841826875,32081.55693948564,64.94587843463779,185178.80136733403,1907.5255692944388,17.567906409479285,1.9760863147928587,1.9197083483172903,1.8135281009959512,2.121039850279056,0.28746578481486745,2371.2310426635654,0.1220867227202437,5.155071103842977,35008.32209106074,64.94587843463779,207320.46774137486,2085.203756191046,18.58854789654887,1.9789521716845535,1.9292552263972944,1.8410787167084184,2.110779829775005,0.22697510312244093,2374.677463637553,-0.0016501290436913,5.139753308376063,31090.900907207913,64.94587843463779,163694.55785945596,1823.1035652028852,16.517392745197206,1.9709908196952401,1.9227129619260928,1.807915522060004,2.1428457042247007,0.3423903510511699,2365.0943160455854,-0.0028224299328609,5.02097127860379,41670.395720838635,64.94587843463779,246932.09237327924,2539.0858574743165,20.286781097276098,1.974043093505754,1.913288007072604,1.8039743190696629,2.134622709947203,0.3325133736190389,2368.781007162465,-0.0034609036550431,4.9957078069143215,46865.21419666563,64.94587843463779,239808.81131073766,2639.7734985453876,19.99203221747511,10
