Spacecraft,P1_time_mean,P1_time_median,P1_time_p25,P1_time_p75,P1_time_variance,P1_time_line_integral,P1_time_min,P1_time_max,P1_freq_peak_value,P1_freq_peak_freq,P1_freq_sum_power_spectrum,P1_freq_std_power_spectrum,P1_freq_rms_freq,P2_time_mean,P2_time_median,P2_time_p25,P2_time_p75,P2_time_variance,P2_time_line_integral,P2_time_min,P2_time_max,P2_freq_peak_value,P2_freq_peak_freq,P2_freq_sum_power_spectrum,P2_freq_std_power_spectrum,P2_freq_rms_freq,P3_time_mean,P3_time_median,P3_time_p25,P3_time_p75,P3_time_variance,P3_time_line_integral,P3_time_min,P3_time_max,P3_freq_peak_value,P3_freq_peak_freq,P3_freq_sum_power_spectrum,P3_freq_std_power_spectrum,P3_freq_rms_freq,P4_time_mean,P4_time_median,P4_time_p25,P4_time_p75,P4_time_variance,P4_time_line_integral,P4_time_min,P4_time_max,P4_freq_peak_value,P4_freq_peak_freq,P4_freq_sum_power_spectrum,P4_freq_std_power_spectrum,P4_freq_rms_freq,P5_time_mean,P5_time_median,P5_time_p25,P5_time_p75,P5_time_variance,P5_time_line_integral,P5_time_min,P5_time_max,P5_freq_peak_value,P5_freq_peak_freq,P5_freq_sum_power_spectrum,P5_freq_std_power_spectrum,P5_freq_rms_freq,P6_time_mean,P6_time_median,P6_time_p25,P6_time_p75,P6_time_variance,P6_time_line_integral,P6_time_min,P6_time_max,P6_freq_peak_value,P6_freq_peak_freq,P6_freq_sum_power_spectrum,P6_freq_std_power_spectrum,P6_freq_rms_freq,P7_time_mean,P7_time_median,P7_time_p25,P7_time_p75,P7_time_variance,P7_time_line_integral,P7_time_min,P7_time_max,P7_freq_peak_value,P7_freq_peak_freq,P7_freq_sum_power_spectrum,P7_freq_std_power_spectrum,P7_freq_rms_freq,Case,Window_ID
1,1.9840742143339576,1.9685278881621304,1.8979636649733793,2.0574436820104096,0.08995789238535673,791.6098695019521,0.5998785276543519,4.409431359889817,1187.76508095998,62.5,7195.679227392959,112.72628046106026,6.0132513748763285,1.9777851127566817,1.9183198490477937,1.8401280502217707,2.1045396609198592,0.20478565570109933,789.086422472277,0.5629161644321774,4.77798297139972,3258.6750955120283,62.5,16379.227185858163,310.463511659414,9.072357703529706,1.972158731462923,1.9236494204586383,1.8194358985943164,2.111523863830355,0.2664028893052876,786.8326501889521,0.2154991470328836,5.080073196848804,3639.88903084614,62.5,21312.111505385805,354.94970884613537,10.348721549810225,1.9686341562277407,1.921800822737329,1.8104584144824738,2.107959039692018,0.3216964870846005,785.4275300786346,0.1267196909783304,4.950186606639939,4015.3086698917864,62.5,25734.58163117136,403.92713849916055,11.371873446546887,1.9769929277086227,1.9421431379099805,1.844607582625911,2.108331791888823,0.20479091514710998,788.7528102499064,0.029175050092953,4.847210101420459,3041.0079231380882,62.5,16381.926999870817,292.31411890349204,9.073105378280415,1.9693601130496339,1.9359245457243701,1.8108181230996256,2.127692558989372,0.28636500443562496,785.6894495019422,0.1310098264128705,4.940764415572658,3986.710510262703,62.5,22909.072081864593,388.5886897093609,10.72944384558214,1.9669480454383352,1.9345044734551582,1.8112103131451165,2.1358664195110606,0.31552071026512074,784.7216393501318,-0.0015967859180831,4.95768501165222,3639.5670676208556,62.5,25240.99118665869,404.2520300825571,11.262288918854471,178,1
1,1.9845091963350572,1.9634379932261181,1.8986973058238343,2.057744809156106,0.09062406065236506,791.774257813572,0.5618613883039016,4.411653070484295,1202.3012206636379,62.5,7248.9817247728315,113.32835882117448,6.035482072136372,1.9784432241246308,1.9203383645811,1.8421485622418337,2.1048956370996765,0.2049087156186728,789.3372011391926,0.56358758234698,4.780720734805352,3307.6858436144703,62.5,16389.242122399275,311.9128274070451,9.075130886938862,1.9738703820608818,1.9245898375547874,1.8209665628870408,2.1090494615862627,0.2629610590184668,787.5066815084398,0.236425470062596,5.083360424539851,3723.309586334229,62.5,21036.505578080323,355.9437368600953,10.281589532116923,1.9674344687141123,1.9160189319942953,1.8139027664995497,2.1084929702516,0.3348614816642473,784.9332128315189,-0.0114225065371409,4.954850664488054,3794.772635225571,62.5,26788.322041933512,410.5584744532392,11.602356813501583,1.9782875828199282,1.9369341659436634,1.8459323148432163,2.1086760768284702,0.2042362611942211,789.2413459115534,0.0208051786712524,4.850213619584251,3075.4846360193105,62.5,16337.592946657847,292.60887543173664,9.060819886653809,1.9666297048378225,1.9342084214008124,1.8114657716003804,2.131184766762413,0.3021796590564149,784.5559184035269,-0.0129912347205204,4.944086771529755,3728.8633384403483,62.5,24174.132090816896,394.7503977639231,11.021708157432885,1.9740519264954648,1.921336583494777,1.816890985818926,2.135888976944462,0.29571235186558203,787.5175541102707,-0.003549476553039,4.959830196830638,3945.055857646922,62.5,23656.7856849769,391.9294737346827,10.903133495697903,178,2
1,1.9846811935468647,1.9637663424165848,1.89906985535536,2.057667463408517,0.09040897253964131,793.8379277691095,0.5617540774192502,4.4119264045561675,1228.6197199889903,62.34413965087281,7268.9265966734265,113.68072688798854,6.028651008589495,1.9787130266927528,1.9207030414598032,1.8425060918978469,2.1040982457138586,0.2044149297226311,791.4390138373337,0.563688181540265,4.781068538982073,3383.118738061743,62.34413965087281,16435.062557164398,312.7561190155511,9.065059999019422,1.9741670170322778,1.925349040091148,1.8217197265520149,2.1081678195452223,0.2623152689254657,789.6194536658013,0.2364939871514463,5.083804789723378,3784.7757646582595,62.34413965087281,21090.2787792419,355.98951951077777,10.268952911383394,1.9677895512726558,1.913114897705108,1.8143866539328488,2.1074927419001126,0.3341126578250205,787.0541794763532,-0.0115465305196301,4.955288495754058,3918.9132824044336,62.34413965087281,26862.824745460548,411.62845706934536,11.589397038987952,1.9786581748408136,1.9384185259501232,1.84635938137646,2.108101987563808,0.2037581932769455,791.3831923275513,0.0206003362844602,4.850601219697992,3150.2491206661566,62.34413965087281,16382.260618563058,293.3275330714083,9.050486345651006,1.9669878786952237,1.9350248958957528,1.811587862555364,2.131029223182358,0.3015750520197392,786.6795212466961,-0.0124525450615382,4.944470052510703,3857.135656100819,62.34413965087281,24246.784969913027,395.85905673781133,11.010627813597422,1.974688902492362,1.9219263925348629,1.8188472644510525,2.1356302654581527,0.29471597578223874,789.7600045219513,-0.0036373509697125,4.960276346463232,3979.7096059870173,62.34413965087281,23695.311810879874,390.01174613275106,10.884693796997661,178,3
1,1.9844719371229518,1.960339882795516,1.8921477957036514,2.0628520950078206,0.09326584004524531,791.7616539451406,0.4798213862519142,4.100934923465156,1256.3820667063646,65.0,7461.120359073105,125.24607820611455,6.123158264410665,1.9793428623295828,1.921128139293571,1.8402999854605295,2.1065116777190713,0.19465004205735315,789.6918703373176,0.0059986944210633,4.286811457654952,3055.78348246953,65.0,15571.245009522645,299.0699027264608,8.845759569387486,1.9720111175135315,1.9202912551935898,1.816986735328669,2.1161918899696777,0.26086777061544797,786.7558466782161,0.0147733131151814,4.724238496022608,3595.5688806543826,65.0,20866.22151836115,355.7635074204293,10.239891821419679,1.977053339273533,1.9271786984330403,1.8115128863084013,2.1244179337078255,0.2812390052873509,788.7752763533504,0.0068044321095941,5.043451296145297,3937.4857560879204,65.0,22498.639314434757,389.82025218107646,10.63289654878952,1.9783804568843157,1.9304730796119083,1.8395889543929727,2.114880534802631,0.2263820558910563,789.3024622140645,0.000704693158063,5.2220960272045405,3536.170652682025,65.0,18106.73872985554,345.9925017294584,9.538796403815574,1.9684013451114482,1.9011777095591516,1.805338927010904,2.1315197252167026,0.3179851105431089,785.3009460047697,0.0116076096069617,5.11990548173603,4788.771876406387,65.0,25438.45733895188,469.49203053254473,11.306256848061212,1.9677433010752678,1.9115693912208012,1.8076848688235625,2.139699948508551,0.33862530588661693,785.0350285442618,0.0544380542490182,5.082534073012698,4950.3703111335,65.0,27089.997640297534,499.8975990635255,11.667503649390058,179,1
1,1.98504849128012,1.9588785778913709,1.894101679242133,2.0631062764018493,0.09373710329655527,791.9692098492178,0.4538997426687436,4.103056618172641,1253.972941348163,65.0,7498.8243533995965,125.03803967403279,6.138610139045642,1.9805445388048981,1.9204750964850732,1.8422469592155155,2.106977250089044,0.19293936401847836,790.1361116217813,0.0055669943151296,4.289554136971221,3117.5458538120456,65.0,15434.740019701532,298.32374639952786,8.806901136988602,1.9736216659082233,1.9183440774040208,1.8205808615611019,2.1168248677460033,0.25989205639596097,787.3631651354793,0.0148328686298725,4.7274732093547085,3602.8183389190817,65.0,20789.85549295001,354.4072984540021,10.221136709924433,1.9773011807716399,1.9161078455365725,1.8145097634014116,2.1200795220469333,0.2805474399747498,788.8339358281995,0.0068460782074329,5.046844251381563,3934.582104906161,65.0,22443.338442760516,388.43317723065707,10.619820864296692,1.9789033800853468,1.9194446834096508,1.8414972350353058,2.115360685754722,0.227498588904894,789.4668500734922,-0.001284059986094,5.225215149028935,3525.938092212287,65.0,18196.21746977158,345.5408670149511,9.56233646880148,1.9651999568178424,1.9041254292587304,1.807715820184667,2.1345951108851966,0.33222431242338246,783.9715834026904,-0.0037855681056587,5.123535931838161,4597.143998764717,65.0,26577.6576599131,473.1701867725437,11.556646081055671,1.974064460128049,1.9049253450176566,1.80203966370547,2.1383617995227238,0.32495991951889147,787.5109192377681,-0.0025860568726524,5.085373135284232,5538.603523758238,65.0,25996.746575865316,504.6271976332584,11.429650802481232,179,2
1,1.9852740763233856,1.959431256132448,1.8944539643564704,2.0627640018409665,0.09353002341390286,794.0487577818054,0.453799001098852,4.103311859384749,1196.8548620382785,64.83790523690772,7519.860647489492,124.76008105860022,6.131827071717487,1.9809738040198817,1.9209702967693405,1.8426420462559088,2.106992413932743,0.19244836041949073,792.2975743934905,0.0055532537712399,4.289908048575408,2992.734224364328,64.83790523690772,15472.94440190726,296.6157781601643,8.795721801508748,1.9740423525823112,1.9215967363622928,1.8219253047961097,2.116807580078912,0.2593558642697673,789.5156104076609,0.0148465792995371,4.72789407231405,3423.433390590402,64.83790523690772,20852.34116522141,351.8731902418816,10.210862149011074,1.9777929757449821,1.9180409448015687,1.814779425384452,2.119442543112657,0.27980278588872487,791.013502342797,0.0068518999161316,5.047262676999496,3791.8145650760002,64.83790523690772,22496.283886846417,386.2309437691115,10.605725785359155,1.979298779701378,1.9201739296167728,1.8412001596138048,2.1153621838577505,0.22703955753814895,791.6091898053913,-0.0013138303735429,5.225607336213924,3373.649078292591,64.83790523690772,18254.09394584594,344.31697484838435,9.55355796178731,1.9656561972535413,1.9067611661279629,1.8104999685916088,2.134933644252887,0.33145133536908356,786.1308722103452,-0.0041020528392481,5.123944227593174,4388.518055959872,64.83790523690772,26648.85308934199,471.2109638264282,11.543147986866925,1.974591485045644,1.9107402501268824,1.80239460016908,2.1380833844649687,0.3241555191296004,789.7061791782412,-0.0027752854912322,5.0858635849282265,5266.783208192286,64.83790523690772,26062.265815779425,498.43578901638,11.415398770034148,179,3
1,1.984439505116032,1.96136819486156,1.8923006384070065,2.0588123786908623,0.09486895841843086,791.7482278462845,0.4622113097889213,4.2603305914729,1265.484029910721,65.0,7589.449679456148,126.1038718462047,6.175592124462184,1.976525233606718,1.9266497736430324,1.840563243076855,2.1062088234935032,0.20017638015853606,788.5618875025145,0.0095659160302717,4.516951476861517,2986.2049767530057,65.0,16012.489942195927,302.49738956119774,8.970215915956205,1.9708931862431975,1.9225827288139026,1.8293964890937657,2.1116576336192514,0.25942574678196473,786.3055262624681,0.0017594962611617,4.524157416715492,3670.6072304102327,65.0,20750.92419272557,365.34879449730386,10.211562121853357,1.9727016306656373,1.9150205363394268,1.8114669534908119,2.1235555238645785,0.29530475519499855,787.0240546213081,0.1220867227202437,5.292887811957031,3878.959769705185,65.0,23622.186063118,401.1307679728967,10.895157299391432,1.9778131284820544,1.9344243060796185,1.8401723255205011,2.1092172457243556,0.2220853156252113,789.0765096186396,0.0005626744772239,5.105597756570849,3504.3691343970113,65.0,17763.63156481736,342.9392482556298,9.447988157550414,1.9604175083387176,1.9082675452502904,1.8093515195934684,2.1257847812868826,0.3243468332968895,782.1051200802226,0.0112740562292625,5.023747967819157,4803.98947511262,65.0,25947.39110303016,471.68724437874886,11.418795909167784,1.9653693573823676,1.9251311029559641,1.7995779062108137,2.1473533193324106,0.3278237993063496,784.0949435686136,-0.0054436232869572,4.9975482330468495,4825.578370781998,65.0,26225.13797482751,480.24682915744376,11.479747947530543,180,1
1,1.9851280777466958,1.9585615882207201,1.8939626306176733,2.059023869037534,0.09524211654502097,791.9996750776284,0.4369410791351155,4.262515495132545,1267.2939233151205,65.0,7619.297052515418,125.91786869857079,6.187723724198759,1.978126852099835,1.9239681704401805,1.844417011925462,2.106640554070389,0.1992478613641446,789.1615054309557,0.0094311300685428,4.5198759940892925,3015.3386930677193,65.0,15938.207462391163,301.8038889157326,8.949385162450282,1.9726863547576818,1.922505528151853,1.830364925101601,2.1125006248828715,0.25727089725703606,786.9748667554732,0.0045081710862024,4.527331971663597,3680.205711638941,65.0,20579.67145550588,363.4270519903382,10.169337955333095,1.9779008811890046,1.911352723210337,1.8152603409004848,2.124017563995783,0.28501480723858585,789.0554156319258,0.1372200567711626,5.296853767020327,4085.5892443073803,65.0,22799.73530280054,397.1535337823746,10.703809330557386,1.978172688090035,1.9284343937353041,1.841120570075863,2.1097866338166913,0.22364839599512348,789.1768795262243,-0.0017525337775679,5.108674330037219,3490.3235591814573,65.0,17888.654935769177,342.58813036267657,9.48117811090475,1.9610473219845397,1.91133986103087,1.8117861057225868,2.1269441492456487,0.335840821831605,782.2936457403058,-0.0008459845894399,5.02712715515587,4651.677761362428,65.0,26867.00813197485,475.00456692630905,11.619384282975217,1.9648075316373235,1.8906889977125023,1.7620330299525837,2.158319569925493,0.3411192272258057,783.756597229406,-0.0026478606220261,5.0019721284298,4758.036911933382,65.0,27288.83954284932,465.5450052009468,11.710245383807786,180,2
1,1.9853481343746209,1.9597137786277488,1.8942252045378891,2.058572425076928,0.09502768147910123,794.0766328989179,0.4367116205769913,4.262759626390628,1208.9966093356882,64.83790523690772,7640.273104760473,125.58443718556448,6.180725323439181,1.9785094455957744,1.9248073248661144,1.844249847825196,2.106094506744052,0.19888041268523493,791.3001798569178,0.009484267978418,4.5202334889585085,2859.6115476495197,64.83790523690772,15990.084620099222,300.5578382824202,8.941500047558916,1.9732132515755216,1.9230166664526125,1.8309042729131384,2.1125739144771334,0.2565719422671797,789.1624429491328,0.003601191385903,4.527738846115533,3497.0719064184445,64.83790523690772,20628.51244425237,360.54934006159203,10.155912672983254,1.9784643887900049,1.913712330494436,1.820438282322168,2.1236839921688286,0.2841403963081925,791.2668728927433,0.1369519271870122,5.297213231389156,3879.9058839006125,64.83790523690772,22845.02993337682,393.375191009036,10.687616650445698,1.9784820758794441,1.928569658583679,1.8411540139351483,2.109855775181044,0.22335015141266296,791.2843233352637,-0.001835484735596,5.109053176143465,3330.421181803064,64.83790523690772,17957.463848653802,341.43725758954264,9.47561709036773,1.962079412521621,1.9120253549099109,1.8125025104239791,2.1297766057904086,0.3352395264589408,784.6633672813186,-0.0007413813441031,5.0275550122188495,4445.049672387883,64.83790523690772,26953.42554706206,473.3764091067909,11.608924486588338,1.9695572802500965,1.897552435036772,1.78387569392858,2.164513918706489,0.32944783501368563,787.6927268880866,-0.0029826934901879,5.000871943752536,4807.319495024909,64.83790523690772,26487.770659017828,475.79031325994407,11.508208083584913,180,3
1,1.9844848485157822,1.9594230189845767,1.8921234701668677,2.0590631934745813,0.09485642848903644,791.7663117084796,0.4685374992811158,4.2769431156880735,1265.2321166007696,65.0,7588.411410848859,126.07091071678143,6.175169686537525,1.9761410798767471,1.9312484842444757,1.8401562493077295,2.1059493142351635,0.20126997370515048,788.4076997742986,0.0098721108730611,4.474274045677576,2974.5843744343856,65.0,16100.318248813586,302.9665621214739,8.99478303536748,1.970958442054652,1.9246142395521555,1.8272597672461415,2.108491283817193,0.25987149964051104,786.3308113485876,0.001759429855269,4.501322308178515,3678.367566048015,65.0,20787.253966055945,366.09476951979786,10.220497181815434,1.97260180004012,1.9158515062445043,1.8128319743616172,2.121923045281607,0.29505911741890134,786.9833322204688,0.1220856414104327,5.246060052846081,3881.973855990612,65.0,23602.778844523484,401.57238133674207,10.890680826603642,1.9787092667313684,1.9323159028763142,1.8396147035348358,2.1086336302109108,0.22187489984382952,789.4353432415883,0.0203499867211668,5.091433121783947,3541.736513490804,65.0,17746.91357104411,344.50560375168885,9.443541189948387,1.964139664539619,1.9124562374090845,1.8101490240110794,2.1334054766719692,0.3217926475887266,783.5965063390178,0.0028072278739307,4.996312751414802,4832.122770425571,65.0,25743.24598107784,474.62535948518587,11.373787633459859,1.9724251256319247,1.9249613131086165,1.7887468410122866,2.1581013903524577,0.32761563119816267,786.8800913245478,-0.0011507082033135,4.990072757173915,4923.34934966077,65.0,26207.816478330285,487.5071188600657,11.475956179894805,181,1
