P1_time_mean,P1_time_median,P1_time_p25,P1_time_p75,P1_time_variance,P1_time_line_integral,P1_time_min,P1_time_max,P1_freq_peak_value,P1_freq_peak_freq,P1_freq_sum_power_spectrum,P1_freq_std_power_spectrum,P1_freq_rms_freq,P2_time_mean,P2_time_median,P2_time_p25,P2_time_p75,P2_time_variance,P2_time_line_integral,P2_time_min,P2_time_max,P2_freq_peak_value,P2_freq_peak_freq,P2_freq_sum_power_spectrum,P2_freq_std_power_spectrum,P2_freq_rms_freq,P3_time_mean,P3_time_median,P3_time_p25,P3_time_p75,P3_time_variance,P3_time_line_integral,P3_time_min,P3_time_max,P3_freq_peak_value,P3_freq_peak_freq,P3_freq_sum_power_spectrum,P3_freq_std_power_spectrum,P3_freq_rms_freq,P4_time_mean,P4_time_median,P4_time_p25,P4_time_p75,P4_time_variance,P4_time_line_integral,P4_time_min,P4_time_max,P4_freq_peak_value,P4_freq_peak_freq,P4_freq_sum_power_spectrum,P4_freq_std_power_spectrum,P4_freq_rms_freq,P5_time_mean,P5_time_median,P5_time_p25,P5_time_p75,P5_time_variance,P5_time_line_integral,P5_time_min,P5_time_max,P5_freq_peak_value,P5_freq_peak_freq,P5_freq_sum_power_spectrum,P5_freq_std_power_spectrum,P5_freq_rms_freq,P6_time_mean,P6_time_median,P6_time_p25,P6_time_p75,P6_time_variance,P6_time_line_integral,P6_time_min,P6_time_max,P6_freq_peak_value,P6_freq_peak_freq,P6_freq_sum_power_spectrum,P6_freq_std_power_spectrum,P6_freq_rms_freq,P7_time_mean,P7_time_median,P7_time_p25,P7_time_p75,P7_time_variance,P7_time_line_integral,P7_time_min,P7_time_max,P7_freq_peak_value,P7_freq_peak_freq,P7_freq_sum_power_spectrum,P7_freq_std_power_spectrum,P7_freq_rms_freq,Case
1.9844217509407982,1.965596083831732,1.8981450781007208,2.057667463408517,0.0903304392725543,2381.2809025976485,0.5617540774192502,4.4119264045561675,10735.216150052234,62.44796003330558,65146.35796858579,598.8312400512237,10.42004142414877,1.9783141202800325,1.9199673485251407,1.8417365979864575,2.1040982457138586,0.20470301229229448,2373.9427888083137,0.5629161644321774,4.781068538982073,29519.582443076637,62.44796003330558,147631.91481670894,1636.5842621121558,15.686082728367257,1.9733993499079645,1.9248459818938368,1.819668184350236,2.111409201959731,0.263892541952721,2368.0418455613953,0.2154991470328836,5.083804789723378,33080.23201219728,62.44796003330558,190319.43320257336,1878.188462757657,17.81008296829698,1.967952589539614,1.919004275983724,1.8134564173108527,2.1074927419001126,0.3302270334217156,2361.496318625656,-0.0115465305196301,4.955288495754058,34667.506912425764,62.44796003330558,238159.90161725803,2162.9565448973585,19.923181707802012,1.9779801268297974,1.939989866784336,1.8456135612003468,2.108101987563808,0.20426188013030394,2373.524750772047,0.0206003362844602,4.850601219697992,27500.006767226285,62.44796003330558,147313.77008091527,1540.2861218556993,15.669171967109774,1.967658673198807,1.9349506765517648,1.8114352556935225,2.130907998012265,0.29671209255802217,2361.11674372562,-0.0129912347205204,4.944470052510703,34191.25264797167,62.44796003330558,213988.9095088918,2071.7467628586946,18.885131254900497,1.9718986167135366,1.9253428136638089,1.8115050706963305,2.135669540274651,0.30198926824657096,2366.2051038691347,-0.0036373509697125,4.960276346463232,34566.75215426577,62.44796003330558,217794.81125406106,2084.029329573293,19.052331933128336,178
1.9849317868167409,1.9593354953289617,1.893303523546634,2.0627640018409665,0.09351111885126474,2381.8799962847447,0.453799001098852,4.103311859384749,10976.103216963053,64.94587843463779,67440.26567109158,658.6964696264188,10.60190750691368,1.9802876401879805,1.9209702967693405,1.8421014541078848,2.1069251596240375,0.19334565128936834,2376.288978963803,0.0055532537712399,4.289908048575408,27081.72803921377,64.94587843463779,139440.9803827181,1560.1232313032592,15.244724791586,1.9732257258569599,1.9199298519262389,1.817372215202,2.116807580078912,0.260038761542118,2367.8063687954937,0.0147733131151814,4.72789407231405,31444.371835718535,64.94587843463779,187540.0848435563,1864.888899924843,17.679559046327878,1.9773828403761924,1.9181888196583248,1.81304875213614,2.121891496665944,0.28052923296798116,2372.7959853563907,0.0068044321095941,5.047262676999496,34522.452346758706,64.94587843463779,202317.82308112446,2043.626092937384,18.362907498592758,1.978861236842729,1.923231294732724,1.8408667690930824,2.1152774513824824,0.2269735973607755,2374.567518324713,-0.0013138303735429,5.225607336213924,30905.370680950702,64.94587843463779,163693.47190338996,1809.1797308719817,16.517337956593266,1.9664185311160587,1.903410740968137,1.8074936882078971,2.133457619153897,0.3272257737733417,2359.62013778903,-0.0041020528392481,5.123944227593174,40848.739674166325,64.94587843463779,235995.39165822093,2476.0651523140045,19.83243940526988,1.9721351290463198,1.9107696217077688,1.804421721471996,2.139173448960144,0.3292523538961833,2366.481721065057,-0.0027752854912322,5.0858635849282265,46662.20202466717,64.94587843463779,237456.9622561044,2617.500682270622,19.89375790945929,179
1.9849722190085877,1.959743435889548,1.8933670102446567,2.058572425076928,0.09504638647391564,2381.9276441060474,0.4367116205769913,4.262759626390628,11079.034425298105,64.94587843463779,68547.50144818121,663.4880371153525,10.688584365900317,1.9777211673326618,1.9247443983451704,1.8426866583311152,2.106094506744052,0.19943516170301834,2373.2020513328844,0.0094311300685428,4.5202334889585085,26253.47717684832,64.94587843463779,143832.73833779764,1581.578426997871,15.482933525756547,1.972265054356483,1.9226145003752924,1.8296775815690327,2.112264662061076,0.2577561955049652,2366.642277226389,0.0017594962611617,4.527738846115533,32114.45195042536,64.94587843463779,185893.89707627863,1910.858452911148,17.601794277680835,1.9763573893810564,1.913712330494436,1.813680347961464,2.1236839921688286,0.2881567051511805,2371.5565295658553,0.1220867227202437,5.297213231389156,35061.43575179557,64.94587843463779,207818.75983338399,2088.7538907218764,18.610873158514263,1.9781562356840074,1.9308167058651704,1.8409616010135528,2.109779281254515,0.22302829736620342,2373.7221283293807,-0.001835484735596,5.109053176143465,30583.258658669485,64.94587843463779,160848.1195746546,1793.2863820538826,16.373154836227837,1.9611821619904024,1.9114689193519363,1.81049559826988,2.1297766057904086,0.33181238646187483,2353.3141877135167,-0.0008459845894399,5.0275550122188495,41242.608672820585,64.94587843463779,239303.2590224973,2488.889978615117,19.97094802550684,1.9665805370426022,1.907735784979255,1.7827348031904302,2.1583975918662457,0.3327986593806279,2359.785795101682,-0.0054436232869572,5.0019721284298,42644.95726611655,64.94587843463779,240014.55954463856,2464.044767109458,20.000606638493018,180
1.9850016222315634,1.9563077792749015,1.8932234839629256,2.0588585542888502,0.09503494439371037,2381.962901989761,0.4427507787810083,4.279392722663254,11076.215409642205,64.94587843463779,68539.24941421612,663.3509942291948,10.687940978365612,1.9777548795181479,1.9284007442909488,1.8419268612704849,2.106126205097468,0.19954463021747387,2373.2420712194703,0.0094050452323801,4.477533877691138,26301.723711624414,64.94587843463779,143911.6870851573,1582.7447818158023,15.48718217780741,1.9723213702922553,1.923688060521744,1.827567849864356,2.10928878741922,0.25826048906581783,2366.7093727023803,0.001759429855269,4.504954131416693,32172.81616205488,64.94587843463779,186257.59384451233,1914.8620712307757,17.619004599414442,1.9762372170350737,1.914445899984304,1.8152900944991552,2.1214616374164086,0.28797459947486953,2371.4111293164474,0.1220856414104327,5.250386592813323,35078.23210782066,64.94587843463779,207687.42512857568,2091.039270297695,18.604991495499966,1.9794907855759254,1.92976553519298,1.8405625056503887,2.108941408255915,0.22152149474600688,2375.325462420656,0.0058901648852653,5.0948941279852775,30981.52192977032,64.94587843463779,159761.4127715675,1797.9895727671285,16.317751722769465,1.9634316590379355,1.9127587625844569,1.8098934401002729,2.132967412708525,0.3302551281747719,2356.029503707666,-0.0049092592997726,5.000125647187652,41204.67828303566,64.94587843463779,238180.16356720953,2501.2365842837166,19.9240291928787,1.9724365297369923,1.9227659399624233,1.7890242467727069,2.1569371145253724,0.33485235875385555,2366.9047825078505,-0.0042305401298244,4.994317498773468,42751.54703250024,64.94587843463779,241495.68855946005,2579.56673668952,20.062223562351377,181
1.9849540537167716,1.959155165983032,1.893371151024048,2.058776508465989,0.09502348022984755,2381.9058151114123,0.4370599133271806,4.270895762599452,11079.884936632192,64.94587843463779,68530.98145350617,663.4099054688442,10.687296310223195,1.9778021629696318,1.9246732566597424,1.8426722072656243,2.106944432589,0.1994158607820566,2373.299395101624,0.0094339097457943,4.521672402184884,26267.92104861315,64.94587843463779,143818.81850394962,1581.5464755116845,15.482184304545532,1.9722615929933733,1.9231449740735929,1.8309641091056583,2.1128061180696855,0.25758719530143903,2366.638181190854,0.0017594962611617,4.506813104388381,32090.064645227267,64.94587843463779,185772.01404499548,1908.6447394809263,17.59602294293588,1.9763281553272067,1.9137564909042568,1.8136748864010144,2.12450115684774,0.28844832378988705,2371.5217195991736,0.1220867227202437,5.309917035384387,35088.18882402445,64.94587843463779,208029.07534142848,2088.933926867585,18.62028800983077,1.9781785062248485,1.9313659901897464,1.8411545166319352,2.1102084721730248,0.22353129476561256,2373.748552004244,-0.0016933424764907,5.115980892290997,30656.36767586605,64.94587843463779,161210.88155060718,1795.6057474013269,16.391607687604818,1.9579111179084723,1.9134300358700005,1.8110680523665388,2.130831154689464,0.3322721048693973,2349.396863375128,-0.0023102520538681,5.026230081911927,41214.03779424619,64.94587843463779,239634.80816786175,2490.4732175777303,19.98477788083811,1.972387372144303,1.9156003153847767,1.7948690758131265,2.13879552033694,0.32870930574321694,2366.746214453806,-0.004208253816984,4.998431916170492,43367.81808211029,64.94587843463779,237065.3156566609,2516.6976972163466,19.877345381810123,182
1.984890442981028,1.9582466331758164,1.893336927885932,2.058631624587798,0.09501604016854644,2381.829596874426,0.4366345081814393,4.23837928868615,11080.97100522988,64.94587843463779,68525.61567757578,663.7204544043235,10.686877909971008,1.977752805509463,1.926579772603884,1.8427907548186624,2.1074734683141347,0.19897995236022273,2373.2407435801447,0.0095659160302717,4.5534674278303005,26168.61093696335,64.94587843463779,143504.4411321688,1577.0624291940462,15.46525358840309,1.9724770980975024,1.9243392323904025,1.830458871671576,2.115980097961255,0.2575085531704335,2366.8980024986745,0.0017594962611617,4.589372251024265,32026.949758175055,64.94587843463779,185715.29730079323,1906.8823513517802,17.593336679019192,1.976198282682726,1.9135429527334225,1.8146455515963371,2.1244026644567207,0.287978848440187,2371.366639391431,0.1220867227202437,5.31048383159809,35011.72718374337,64.94587843463779,207690.48948448713,2085.6284441612543,18.605128750091424,1.978242128718706,1.929355968387196,1.8409616010135528,2.111053902717466,0.22735993152843625,2373.8247179274267,-0.0016612845824073,5.187774146665458,31138.506903041525,64.94587843463779,163972.0962982739,1827.7825894046332,16.53138914803562,1.958840147727262,1.9091801160667448,1.8057770162042983,2.1306196826605066,0.33261217610266763,2350.5276999004636,-0.0034703409509703,5.032068356885831,41407.0339960827,64.94587843463779,239880.06771133194,2505.0521919976723,19.99500219685459,1.9711254952119095,1.9129011332748087,1.804384512759036,2.1375822242375326,0.3240910291849277,2365.2599161240946,-0.0024060233478184,5.017333575560664,46083.58674783505,64.94587843463779,233734.61229368445,2564.476219733732,19.737215790382916,183
2.9761787994927102,2.974051983042666,2.870958386102861,3.064181633835737,0.10613658369255217,3571.409382056192,1.4111172181103793,5.319465697361589,10843.669116042422,42.464612822647794,76545.75722736046,725.4281877154388,11.294966225961048,2.96866486510043,2.952657408852284,2.8192718743597007,3.100311830246824,0.2037368253622108,3562.393174334632,1.0887058415737516,5.128446456962648,23437.587140905867,42.464612822647794,146935.10031963908,1597.4845957612108,15.649020220642093,2.964389442516791,2.9523099904645735,2.794670604715469,3.111494815805383,0.25602948545952275,3557.2599567197813,0.9002208594483798,5.310263343234124,26889.11082931189,42.464612822647794,184648.59292815055,1928.048444546888,17.54273795278978,2.962900147124276,2.9546474118454937,2.7874181991643368,3.115028377331962,0.2976040085442037,3555.4725470696544,0.844958218290512,5.975844886220441,28473.57671244826,42.464612822647794,214632.15976408398,2126.934132336866,18.913494290412686,2.9685190231197027,2.9491769470248927,2.817311029291728,3.105883892665029,0.2302775125628206,3562.2271025081063,0.9212765086257584,5.597698273616348,28414.92995104059,42.464612822647794,166076.2571990625,1820.3567282825616,16.637120003126668,2.963790763257589,2.945581567816504,2.786596574952372,3.120748927611475,0.3078677588296528,3556.557181421458,0.8667787172502732,5.790108169901398,37090.630856113436,42.464612822647794,222034.381601825,2420.4149203456077,19.236873515977287,2.9634770410163997,2.9368669532782743,2.78239103333044,3.1269401097401968,0.3266511994268119,3556.1777445903044,0.8656842950544502,5.727130797410158,38622.06895462281,42.464612822647794,235581.00835221642,2539.5586746061754,19.815019907140154,184
1.9848815626521334,1.9573065091394937,1.8934905798331267,2.0588342351867905,0.09505461141750236,2381.8189155233617,0.4366364052010893,4.233074436306096,11080.85668194531,64.94587843463779,68553.43328160842,663.7907636707115,10.689046830097341,1.97770218536434,1.9264396498328484,1.8428635445784,2.107274959823348,0.19896903693068432,2373.179890866914,0.0095659160302717,4.555963957908653,26167.131452132253,64.94587843463779,143496.56891892798,1577.001223881341,15.464829394410186,1.9724436456434031,1.92416808638242,1.8306330321014992,2.1156541337416925,0.2575558143942173,2366.857727469269,0.0017594962611617,4.589339769799498,32040.922591023158,64.94587843463779,185749.38211901672,1907.8692045963303,17.594951080684893,1.976247224614775,1.9122217338602985,1.813706428226444,2.1243283741018617,0.2879774685365571,2371.425307558714,0.1220867227202437,5.310495977801558,34999.38313411504,64.94587843463779,207689.49429729927,2085.4953785571565,18.60508417508949,1.978529377699485,1.9290953893043583,1.8411881066436195,2.1108155654295446,0.22717898623456131,2374.1698406500745,-0.0017139329427371,5.1587232926816045,31082.858893334316,64.94587843463779,163841.59846185878,1824.824704879151,16.5248095532071,1.9701679934531278,1.917902247453832,1.8073462852690496,2.1339328047251773,0.339912672587629,2364.099901941017,-0.0018293019923419,5.039601457560807,41571.05537768954,64.94587843463779,245145.18942653434,2529.1737613719433,20.21324604587028,1.9723718910150045,1.907957414282188,1.8045243826743536,2.141309930401876,0.32800124515044177,2366.7583051207775,-0.0023922581149813,5.0113222091367655,45291.295002246945,64.94587843463779,236554.6620031213,2561.1195184323747,19.855925312238718,185
1.9841916352664541,1.9608706378464813,1.892084922906652,2.0640414939321974,0.07916484923303448,2381.0348877338765,0.5253765066082344,4.156134187168555,10324.925234529295,59.95004163197335,57093.72884928908,530.6684710860217,9.754804700700836,1.9782031835280027,1.941516918066392,1.8485463500956985,2.0952108617881424,0.1713846883653232,2373.8582036931357,0.0237889450821671,4.441714803290576,22286.743522138328,59.95004163197335,123602.72294141524,1206.5075050732778,14.352858190468268,1.9731135272390505,1.9441785975061008,1.8340336567250168,2.093899399145444,0.2313061371867165,2367.749149098175,-0.0027838744755582,4.46300139213507,23713.678577719646,59.95004163197335,166818.10179212852,1422.008772407512,16.674236703775904,1.975675146391276,1.934313546225544,1.8192767881456235,2.089576194439404,0.26850048725897474,2370.8300460937926,0.1095694607132011,5.315382778536536,24829.072832545233,59.95004163197335,193642.68566141624,1543.9708213472675,17.96490493812015,1.979075884262075,1.919920451040834,1.8424926787272675,2.0990116302061734,0.20848239508370037,2374.9182163829482,0.2874993908890413,4.880282777698607,34777.59434439005,59.95004163197335,150357.60757556223,1728.308444488244,15.83022465494211,1.975753446654838,1.897277346103776,1.7999081644079995,2.147800099194829,0.3666277779925219,2370.9435473191616,0.3713937715536168,5.152428144085741,62583.59403380366,59.95004163197335,264412.1368020958,3080.441897724326,20.992543787501305,1.9694761623440165,1.899584951338256,1.7952203973884544,2.119335806728163,0.36764535941464643,2363.402345762073,-0.0018675732746029,5.667323799942595,46027.69611208793,59.95004163197335,265146.0170325228,2473.864388198554,21.021656176132698,186
1.9849114888035317,1.957422730891556,1.893349376501385,2.0586308056810902,0.09507523035713958,2381.8548459989825,0.4366285319604774,4.267635931465925,11084.936688379546,64.94587843463779,68568.30367118426,664.0218094575447,10.690206084011685,1.977786663824615,1.9233538475460483,1.8425197597217848,2.1052250311700607,0.1993932476242865,2373.2807757623004,0.0094903372530989,4.552595502721067,26211.752636897745,64.94587843463779,143802.50988325925,1580.008080730996,15.481306463132627,1.9723483460943343,1.9242795747493868,1.8328701039589497,2.1106882538310447,0.25850462364738525,2366.7423372456624,0.0017594962611617,4.5107311600468725,32066.743412735952,64.94587843463779,186433.6638268061,1909.82345240125,17.62733028693446,1.9763068330818123,1.9128614910861943,1.8132731190490248,2.124847221444156,0.28886137462100475,2371.496510577169,0.1220867227202437,5.363317634530129,35078.670568425616,64.94587843463779,208326.96780735598,2089.809775214424,18.63361513534773,1.978901514184019,1.9287570582399187,1.84118163872714,2.110512209779644,0.22606198393018181,2374.61704659902,-0.0018062046576964,5.167828827212087,30976.291830837064,64.94587843463779,163036.0158414391,1818.3585957207408,16.48413458659766,1.9639608466479754,1.9109262157602789,1.8098700684293467,2.1345454031231936,0.33159678363297,2356.6644190514553,-0.0028421494086606,5.026283638051963,41506.536997147,64.94587843463779,239147.7661544898,2508.4397347826116,19.964458676795697,1.9704939632797065,1.9060854034451424,1.8041131294661168,2.1397976851341327,0.32018897954646514,2364.507659555815,-0.0021340310041219,5.01561849862818,46056.713430365475,64.94587843463779,230920.4521434005,2553.2257106538736,19.61803813430387,187
