P1_freq_peak_freq,P2_freq_peak_value,P1_freq_sum_power_spectrum,P1_freq_peak_value,P7_freq_peak_freq,P2_freq_sum_power_spectrum,P7_freq_sum_power_spectrum,P4_freq_peak_value,P7_time_line_integral,P3_time_min,P6_freq_peak_value,P6_freq_sum_power_spectrum,P3_freq_std_power_spectrum,P5_time_min,P1_time_min,P2_freq_peak_freq,P7_freq_peak_value,P5_freq_peak_value,P5_freq_peak_freq,P3_freq_sum_power_spectrum,P4_freq_std_power_spectrum,P2_time_median,P2_freq_std_power_spectrum,P4_freq_sum_power_spectrum,P2_time_min,P5_freq_sum_power_spectrum,P3_freq_peak_freq,P3_freq_peak_value,P7_time_min,anomaly_location
64.94587843463779,23956.453644123216,68283.00258667168,10802.63696794401,64.94587843463779,137404.31491492156,226086.94631361542,31959.671511356853,2361.2868962401844,-0.0030667655084193,36218.34569604188,222070.08255671037,1784.3547724974158,0.0005626731422441,0.598692209299771,64.94587843463779,39642.57706160685,28393.35041437442,64.94587843463779,177254.11232797426,1947.447556862387,1.930620516593536,1488.51885592892,198781.726241569,0.2741474183919526,151879.96935085303,64.94587843463779,28611.180559478216,0.0005990046323999,1
62.44796003330558,29519.582443076637,65146.35796858579,10735.216150052234,62.44796003330558,147631.91481670894,217794.81125406106,34667.506912425764,2366.2051038691347,0.2154991470328836,34191.25264797167,213988.9095088918,1878.188462757657,0.0206003362844602,0.5617540774192502,62.44796003330558,34566.75215426577,27500.006767226285,62.44796003330558,190319.43320257336,2162.9565448973585,1.9199673485251407,1636.5842621121558,238159.90161725803,0.5629161644321774,147313.77008091527,62.44796003330558,33080.23201219728,-0.0036373509697125,2
59.95004163197335,22405.240960782896,60905.470438926975,7917.770581229506,59.95004163197335,140512.17903774892,206899.25985560843,31317.0153169181,2366.2387839105995,0.4880512223522754,27103.21734376536,203522.73750640271,2118.547498061015,0.0196753685387372,0.4098655639224227,59.95004163197335,26007.540065206584,20975.587187176745,59.95004163197335,216163.43239411822,2149.3461265707397,1.923975402019924,1497.8131754866947,260115.57899954735,0.103320026166619,138937.16565853744,59.95004163197335,32309.20547113416,-0.0045558940771644,3
59.95004163197335,27973.03816563776,61499.96868360179,9475.37428680987,59.95004163197335,144303.97911108407,216228.884134775,47903.19104340821,2361.818259026387,0.004617517146673,31437.121069086694,200821.23045321816,1831.3855850013103,-0.0015718843260629,0.5432278773646374,59.95004163197335,32312.37841242423,24603.11289433561,59.95004163197335,202618.6650259767,2587.9915869642573,1.9187307270595213,1520.7950260808589,242451.44617084373,0.0533715732583478,135298.22065880563,59.95004163197335,32068.021286987754,0.0115909865703975,4
62.44796003330558,20748.702617066323,61449.3990639082,9489.428531991538,62.44796003330558,128013.95437311131,249360.39778995386,24055.88969921663,2358.758370040884,0.0017594640555534,39322.21786540004,218225.31846785362,1525.7892062383917,0.4822963764637179,0.7674594150664603,62.44796003330558,36055.31327703033,30290.46227235642,62.44796003330558,171223.6782471103,1677.0934105918238,1.9469310050096047,1280.6218581022986,197384.0519306005,0.0218687166120924,158908.5283014636,62.44796003330558,22498.015545399485,-0.00556934637295,5
59.95004163197335,22468.254174809208,56908.95746705836,10420.485801343837,59.95004163197335,123137.61531050218,267736.78473191784,25033.935950492407,2363.7438312790227,-0.0028109706830353,63180.49253396308,265713.5527068843,1425.537134432234,0.2874993908890413,0.5253904796687417,59.95004163197335,46647.5835321156,35113.67126238143,59.95004163197335,165834.9551515359,1547.362531274017,1.9439225608890491,1212.461987174699,192121.54999464957,0.0243106578553647,151670.18373220164,59.95004163197335,23886.984830764675,-0.0019533032943455,6
59.95004163197335,21111.691153575128,55911.69516540351,9708.256726608894,59.95004163197335,123975.72847481094,278646.8687441977,22356.103913957755,2371.1624686465066,-0.0024291061595603,42550.57654839635,252479.8266820363,1368.9766176104988,0.2026658361690557,0.5813372599149377,59.95004163197335,65966.47564116324,33264.591567720374,59.95004163197335,165408.3033321071,1490.3317799486613,1.949995976364136,1183.504031297943,192557.99485577559,0.0165513929442833,150656.71506442508,59.95004163197335,21373.036046505244,0.3492755580487901,7
64.94587843463779,24425.1332852764,64957.92985268327,10766.257715725702,64.94587843463779,140164.98385525454,220274.18725486417,32274.528351403867,2360.3445702476865,-0.0030407412731351,36495.62253139054,219198.05209256438,1755.320903272012,0.0005626751032397,0.6554097563842256,64.94587843463779,38827.18219389907,28189.829235571484,64.94587843463779,178969.74186178093,1948.2054008506334,1.927557436393072,1482.7877436775534,200215.5124322124,0.2462333240050532,153795.6546443613,64.94587843463779,28627.56525754315,-0.0014797960150941,8
64.94587843463779,24088.431939377893,65785.0211482528,11074.908154141394,64.94587843463779,140448.08112327423,225077.44312143486,32105.57825579442,2359.2496638674475,-0.0024515962184894,36402.10614131861,213159.40279157614,1845.964331061437,0.0005626731422441,0.716829400245861,64.94587843463779,39760.23473867065,28231.548278075952,64.94587843463779,224049.11873508437,1971.1486936322344,1.926314524511554,1480.2857375667709,249457.93709706492,0.2685527563347073,145786.99503335942,64.94587843463779,30091.159627774283,-0.0032073788404153,1
62.44796003330558,30187.095143156388,63462.45467626364,10907.343217997603,62.44796003330558,153392.5980099109,210440.72675956652,34536.9427118171,2365.5323327437013,0.2154991470328836,34194.21573067001,206552.3402848211,1980.3130133664106,0.0170471635804234,0.563947422793681,62.44796003330558,34649.756869312354,27623.31091607498,62.44796003330558,209152.04822593508,2156.3720654422673,1.9167438094477451,1678.1945113676836,257493.8954956169,0.5610621978405896,141416.36942402562,62.44796003330558,34811.74790305582,-0.0036459077469686,2
