P3_time_min,P5_freq_sum_power_spectrum,P3_freq_peak_freq,P7_time_min,P2_freq_peak_value,P5_time_min,P1_freq_peak_value,P4_freq_peak_value,P2_time_median,P3_freq_peak_value,P7_freq_peak_freq,P5_freq_peak_value,P4_freq_std_power_spectrum,P3_freq_std_power_spectrum,P6_freq_sum_power_spectrum,P5_freq_peak_freq,P2_freq_std_power_spectrum,P3_freq_sum_power_spectrum,P1_time_min,P7_freq_peak_value,P2_freq_sum_power_spectrum,P6_freq_peak_value,P1_freq_peak_freq,P7_time_line_integral,P1_freq_sum_power_spectrum,P4_freq_sum_power_spectrum,P2_time_min,P7_freq_sum_power_spectrum,P2_freq_peak_freq,anomaly_location
-0.0022345375411694,142714.8916383945,64.94587843463779,-0.0118175672877308,22740.151977737394,0.0005626731422441,10000.24305350429,30697.468708445493,1.9401769830149684,27063.77583961511,64.94587843463779,26650.158594732362,1990.876729237524,1749.5784442601862,264140.92228055914,64.94587843463779,1452.4853123041971,214009.99706783038,0.716829400245861,36020.55030026191,147596.87567606685,34552.382343177334,64.94587843463779,2360.600632396853,62377.90502301757,243604.79079377247,0.2839823352804828,277751.7161486197,64.94587843463779,1
-0.0030667655084193,151879.96935085303,64.94587843463779,0.0005990046323999,23956.453644123216,0.0005626731422441,10802.63696794401,31959.671511356853,1.930620516593536,28611.180559478216,64.94587843463779,28393.35041437442,1947.447556862387,1784.3547724974158,222070.08255671037,64.94587843463779,1488.51885592892,177254.11232797426,0.598692209299771,39642.57706160685,137404.31491492156,36218.34569604188,64.94587843463779,2361.2868962401844,68283.00258667168,198781.726241569,0.2741474183919526,226086.94631361542,64.94587843463779,1
-0.0022345375411694,142714.8916383945,64.94587843463779,-0.0118175672877308,22740.151977737394,0.0005626731422441,10000.24305350429,30697.468708445493,1.9401769830149684,27063.77583961511,64.94587843463779,26650.158594732362,1990.876729237524,1749.5784442601862,264140.92228055914,64.94587843463779,1452.4853123041971,214009.99706783038,0.716829400245861,36020.55030026191,147596.87567606685,34552.382343177334,64.94587843463779,2360.600632396853,62377.90502301757,243604.79079377247,0.2839823352804828,277751.7161486197,64.94587843463779,1
0.0258153493067645,138359.10274434608,62.44796003330558,-0.0046423989453285,30037.99110509376,0.0070173064690796,10894.675884050183,36608.13447469993,1.9190767527589427,33987.09423447383,62.44796003330558,27781.764317574714,2267.2906513674766,1936.4862021013987,244531.2003342007,62.44796003330558,1673.1337357054545,216132.42712206615,0.558149742064054,34237.601188130844,153729.50407279344,35071.314716039,62.44796003330558,2366.2576825410665,61156.30097694454,260331.75646418112,0.6309002033276097,225310.67164225655,62.44796003330558,2
0.2154991470328836,147313.77008091527,62.44796003330558,-0.0036373509697125,29519.582443076637,0.0206003362844602,10735.216150052234,34667.506912425764,1.9199673485251407,33080.23201219728,62.44796003330558,27500.006767226285,2162.9565448973585,1878.188462757657,213988.9095088918,62.44796003330558,1636.5842621121558,190319.43320257336,0.5617540774192502,34566.75215426577,147631.91481670894,34191.25264797167,62.44796003330558,2366.2051038691347,65146.35796858579,238159.90161725803,0.5629161644321774,217794.81125406106,62.44796003330558,2
0.0258153493067645,138359.10274434608,62.44796003330558,-0.0046423989453285,30037.99110509376,0.0070173064690796,10894.675884050183,36608.13447469993,1.9190767527589427,33987.09423447383,62.44796003330558,27781.764317574714,2267.2906513674766,1936.4862021013987,244531.2003342007,62.44796003330558,1673.1337357054545,216132.42712206615,0.558149742064054,34237.601188130844,153729.50407279344,35071.314716039,62.44796003330558,2366.2576825410665,61156.30097694454,260331.75646418112,0.6309002033276097,225310.67164225655,62.44796003330558,2
0.5703684928143372,137545.77525832318,59.95004163197335,-0.0038906312215696,26250.693574266257,0.0196753685387372,9182.002930293676,36974.251471630116,1.9247589172660573,37842.98789673751,59.95004163197335,23990.533808257864,2430.510444523642,2436.1202135662256,254308.07472410862,59.95004163197335,1736.1214529239783,218059.2659948561,0.4098655639224227,29034.732111060388,151999.11699119236,30318.812636128434,59.95004163197335,2366.6511141687115,58907.78526030768,252515.89206871946,0.103320026166619,223480.2465587477,59.95004163197335,3
0.4880512223522754,138937.16565853744,59.95004163197335,-0.0045558940771644,22405.240960782896,0.0196753685387372,7917.770581229506,31317.0153169181,1.923975402019924,32309.20547113416,59.95004163197335,20975.587187176745,2149.3461265707397,2118.547498061015,203522.73750640271,59.95004163197335,1497.8131754866947,216163.43239411822,0.4098655639224227,26007.540065206584,140512.17903774892,27103.21734376536,59.95004163197335,2366.2387839105995,60905.470438926975,260115.57899954735,0.103320026166619,206899.25985560843,59.95004163197335,3
0.5703684928143372,137545.77525832318,59.95004163197335,-0.0038906312215696,26250.693574266257,0.0196753685387372,9182.002930293676,36974.251471630116,1.9247589172660573,37842.98789673751,59.95004163197335,23990.533808257864,2430.510444523642,2436.1202135662256,254308.07472410862,59.95004163197335,1736.1214529239783,218059.2659948561,0.4098655639224227,29034.732111060388,151999.11699119236,30318.812636128434,59.95004163197335,2366.6511141687115,58907.78526030768,252515.89206871946,0.103320026166619,223480.2465587477,59.95004163197335,3
0.0003221660420935,131461.07129575784,59.95004163197335,0.0004417503587927,32288.676207581437,-0.0002416584360794,10790.870749346612,55525.06902586874,1.9174737073062489,38076.5899666623,59.95004163197335,27739.10929269513,2958.6535238415013,2145.3866639200473,299152.84821751824,59.95004163197335,1745.6662170212571,237160.315947333,0.5432278773646374,35087.81271377638,159769.19745238932,41154.98292794376,59.95004163197335,2361.961234621053,55821.82283025445,263153.42084141675,0.0559740380341251,221806.9242735481,59.95004163197335,4
