P2_freq_sum_power_spectrum,P3_freq_sum_power_spectrum,P4_freq_sum_power_spectrum,P5_time_min,P7_time_min,P6_freq_peak_value,P1_freq_peak_value,P3_freq_peak_value,P3_time_mean,P5_freq_sum_power_spectrum,P6_time_min,P4_time_p75,P1_freq_sum_power_spectrum,P3_time_min,P4_freq_peak_value,P3_time_p75,P4_time_min,P7_time_line_integral,P2_freq_peak_value,Case,P6_time_mean,P7_time_max,P6_time_line_integral,P3_time_line_integral,P6_freq_sum_power_spectrum,P6_freq_std_power_spectrum,P5_freq_peak_value,P7_time_mean,P7_freq_sum_power_spectrum,P7_freq_peak_value,fault_location
146871.00822607844,204348.68386585824,233612.38800763985,4.25980177578e-05,-0.0027446226272714,40505.54644276796,10845.490082207254,31270.318757816927,1.9742942598666058,155958.49039608403,-0.0030770900768438,2.118108305483976,66439.72750705588,0.0074032436383804,35095.31921964748,2.1216062289944846,0.0039330015039609,2365.603355168074,27512.492352444704,124,1.9626093371721849,4.945823969438916,2355.061727980218,2369.0827217738115,232641.779077772,2447.371719187911,30293.14672274079,1.9714111649046762,227939.50448873625,45053.69269806826,1
142702.31797921896,181480.05897467167,209599.35713065398,-0.0010285818306618,-0.0025837898972068,41648.18138665313,11070.769991967996,32097.77719773976,1.9737803355281216,162734.5406438328,-0.0037886251579447,2.1219445349373447,68544.39521449669,0.0587181247847734,34863.47745492134,2.111443874689632,0.1310097431468554,2365.911113287346,26449.348361713714,109,1.965181571412064,5.029749526210469,2358.137467825553,2368.4622101388386,241734.2767100741,2527.2731598549344,31060.159000994518,1.9716623803573736,237018.76417068127,46638.531350225094,1
146425.49032130238,206413.0236721396,282113.1659791077,0.0031287363367468,-0.0049810971765878,36894.32435662349,9798.691290246723,28102.158154012606,1.9753840840738872,148625.77242219163,-0.0053934256427748,2.198274306579875,61408.08632625492,0.2075258497299412,31785.816847312934,2.1156919645435,-0.0051934786780573,2363.538854334083,24919.687491920107,140,1.9953663779944777,5.154405710335968,2394.3624088445213,2370.388575173937,309903.5250132783,2535.4245905950775,27500.222564192376,1.969651896326569,287165.0608209751,40741.68821140771,1
147603.02350849635,211252.0887281614,244128.36696083713,-0.0012299603848173,-0.002049603286067,40086.8214384346,10850.140334418527,31596.45637869116,1.9742445157838495,156965.2208421611,-0.0025009075518952,2.122565463513088,65844.06427295448,0.0072368834228699,36049.220520347866,2.116543943715392,0.0062184321678615,2366.562241253494,26601.75296777883,125,1.9641386562503993,4.948184989061829,2356.9054703795655,2369.011375085838,231397.0764601805,2416.5152945597897,30366.44229443663,1.9722020415062649,231617.46350212244,46108.56752614324,1
96277.59246246527,139356.582118148,168937.87059055237,0.1090700571293052,-0.0008367461746759,30464.940182438477,7826.167604582279,22400.765705194266,1.9903999296475166,119721.94253319444,0.0018493643459994,2.1268691487764695,45878.86731024195,-0.0031092921214179,26506.405422121003,2.096885122208304,0.0029328045718857,2370.744797981899,19061.252511486124,122,1.972928733669643,5.024814651501986,2367.4476674337193,2388.44084012457,178759.85808188678,1854.5880561089475,22051.193362312766,1.9756750048777618,188302.01784555404,30843.90151827426,1
146871.00822607844,204348.68386585824,233612.38800763985,4.25980177578e-05,-0.0027446226272714,40505.54644276796,10845.490082207254,31270.318757816927,1.9742942598666058,155958.49039608403,-0.0030770900768438,2.118108305483976,66439.72750705588,0.0074032436383804,35095.31921964748,2.1216062289944846,0.0039330015039609,2365.603355168074,27512.492352444704,124,1.9626093371721849,4.945823969438916,2355.061727980218,2369.0827217738115,232641.779077772,2447.371719187911,30293.14672274079,1.9714111649046762,227939.50448873625,45053.69269806826,1
151075.6440688878,206387.56608564063,286690.2781324617,0.0101399252049398,-0.0075548544133632,33603.34662008058,9800.171404537085,27811.395916090012,1.97715599526477,148510.78009305435,-0.0031553676814295,2.18145988367054,61575.373505540454,0.1973963845980545,29701.950904737103,2.1189684689744586,-0.013486233083565,2357.8506339648366,23278.412131257155,139,1.9689200803130296,4.988585784247796,2362.6027833297844,2372.5156413596887,379680.4724107915,2681.8361635148467,27594.167686076114,1.9650641529382147,298531.0282661154,37987.60624716396,1
138936.25534097443,180273.0070391674,211904.12745485667,0.0004443383546395,-0.0022783234491521,41030.0607468391,11055.424309041953,31738.77489633623,1.9748262322783143,161770.34096883168,-0.0062374296697416,2.121093343026436,68593.42347341427,0.0165783972794028,34547.20178953441,2.108293053902884,0.0438661333254437,2364.5246445373887,27598.480076992073,108,1.9628094649877927,5.061238254825748,2355.3091319926025,2369.7192057185534,240814.8824949928,2522.2980048924533,30969.04336607301,1.970522878174814,237706.00610436383,44520.55582454334,1
146871.00822607844,204348.68386585824,233612.38800763985,4.25980177578e-05,-0.0027446226272714,40505.54644276796,10845.490082207254,31270.318757816927,1.9742942598666058,155958.49039608403,-0.0030770900768438,2.118108305483976,66439.72750705588,0.0074032436383804,35095.31921964748,2.1216062289944846,0.0039330015039609,2365.603355168074,27512.492352444704,124,1.9626093371721849,4.945823969438916,2355.061727980218,2369.0827217738115,232641.779077772,2447.371719187911,30293.14672274079,1.9714111649046762,227939.50448873625,45053.69269806826,1
146425.49032130238,206413.0236721396,282113.1659791077,0.0031287363367468,-0.0049810971765878,36894.32435662349,9798.691290246723,28102.158154012606,1.9753840840738872,148625.77242219163,-0.0053934256427748,2.198274306579875,61408.08632625492,0.2075258497299412,31785.816847312934,2.1156919645435,-0.0051934786780573,2363.538854334083,24919.687491920107,140,1.9953663779944777,5.154405710335968,2394.3624088445213,2370.388575173937,309903.5250132783,2535.4245905950775,27500.222564192376,1.969651896326569,287165.0608209751,40741.68821140771,1
